ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
2061,37,23120.37234382037,0.010228721808803822,1,17,8632,1940,10555
2062,27,21218.375441248187,0.06312426728745181,1,237,6139,1891,7793
2063,51,21914.74809247668,0.23979813805277067,1,451,6329,1561,7439
2064,57,23833.194457568952,0.16516879922656175,1,171,10894,1473,12196
2065,21,23817.108309967633,0.016384121271901492,1,2004,12291,1459,11746
2066,39,23926.017887845977,0.18510443257520626,0,138,0,0,-138
2067,19,20444.498738347098,0.08266767139759107,1,678,8243,1665,9230
2068,56,24609.00806967219,0.22383600361192396,1,308,6013,1552,7257
2069,52,68237.10001478442,0.18581110649062796,1,991,13320,1738,14067
2070,55,24393.49928697089,0.0651087660488535,1,406,16550,2357,18501
2071,40,20886.780770384128,0.30185544522334384,1,1165,6422,1947,7204
2072,47,38060.239733416405,0.03405268518610225,1,277,7239,1414,8376
2073,58,24334.093946045596,0.0032062357131811803,1,68,22444,1707,24083
2074,26,20709.41398991276,0.34624443628692864,0,194,0,0,-194
2075,73,28085.278846709854,0.2566211300635212,0,41,0,0,-41
2076,30,20358.2991789476,0.02046767053314795,1,376,5441,1420,6485
2077,27,22573.065728941838,0.06323534442170452,1,137,5341,1963,7167
2078,74,21403.82842923379,0.3911786615828376,1,298,8159,1392,9253
2079,71,20985.296731770097,0.26289949901761245,1,447,10569,1509,11631
2080,30,43092.07352433471,0.1354358599799684,1,209,7733,1438,8962
2081,32,32615.7318648701,0.001196532624220456,1,1288,6773,3392,8877
2082,37,23019.867596389533,0.009568449351162349,1,105,6821,1544,8260
2083,69,41480.74825681436,0.3488403944493338,1,176,5626,1631,7081
2084,46,25332.432043104956,0.015961939954648424,1,884,5623,2363,7102
2085,71,26477.77267123706,0.03939745205835319,1,163,8009,1511,9357
2086,54,23152.200479371582,0.016421854906720997,1,569,6094,1466,6991
2087,48,27591.661869499578,0.12124995420188714,1,1221,6722,1595,7096
2088,41,21718.3456580888,0.15031531776859822,1,335,6156,1594,7415
2089,22,22495.911565133807,0.021139864338072606,1,965,5724,2246,7005
2090,42,46107.41743520863,0.03002267853352366,0,136,0,0,-136
2091,23,27929.437099728475,0.0004972818323575684,1,219,27057,1408,28246
2092,25,42593.81602261877,0.032929291320985196,1,570,7017,1365,7812
2093,55,22636.55243799314,0.2585724452001723,0,16,0,0,-16
2094,30,28219.282988370516,0.10535756657000456,0,1,0,0,-1
2095,20,28442.24028362226,0.13779377289812356,1,539,10568,2263,12292
2096,25,23034.776389482904,0.08321702432787843,1,236,5815,1447,7026
2097,48,27874.853841030967,0.08396837748133239,1,118,8174,1632,9688
2098,64,32928.01927739774,0.1925566118062149,1,208,31169,1831,32792
2099,26,21910.92877212687,0.03683599993499738,1,1428,9284,1835,9691
2100,21,31763.346065758462,0.330488648978164,0,66,0,0,-66
2101,57,30152.503395332973,0.030796684871016805,1,1877,7901,2028,8052
2102,44,37615.179907414014,0.14192805868098324,1,359,7942,1599,9182
2103,18,23101.046494984967,0.046307667374502835,0,13,0,0,-13
2104,56,34985.345866436815,0.13967162632328847,1,314,5947,1634,7267
2105,19,22259.037874707054,0.024001698089510803,1,118,5843,1491,7216
2106,70,35366.149470808945,0.003411220723444313,1,687,6524,1471,7308
2107,30,23526.757808929975,0.0794636783428539,1,271,8575,1542,9846
2108,39,24677.63006034021,0.4178174300332267,1,924,7582,1880,8538
2109,21,26609.631746933515,0.0833780644678094,1,241,9145,1995,10899
2110,18,21409.780483362483,0.007726557646638824,1,713,26777,3696,29760
2111,19,36647.47511220774,0.14924313169206058,1,453,5475,1775,6797
2112,43,42110.14085437792,0.16908211968107656,1,169,8218,1410,9459
2113,71,23273.3187785114,0.062044802450181666,0,94,0,0,-94
2114,18,23100.838781237577,0.08532541678658451,1,303,8878,3433,12008
2115,23,24559.20590059404,0.18566526260076868,1,1510,6075,1818,6383
2116,57,24487.35529562812,0.030688292159854077,1,2752,7885,2183,7316
2117,19,21238.702245847053,0.07259946842136186,1,467,6250,2413,8196
2118,33,22656.55589054987,0.4248113198807591,0,2,0,0,-2
2119,25,24694.164971083075,0.00959099660235724,1,2659,30042,1472,28855
2120,63,21084.2770476525,0.028227375590829933,1,1497,7753,2045,8301
2121,25,30435.78844116123,0.11918296798814143,0,51,0,0,-51
2122,44,22866.376991412562,0.13887118194568276,0,141,0,0,-141
2123,43,23422.54458534486,0.1026860500082812,1,104,6221,1930,8047
2124,45,22850.839989224136,0.250827049092963,0,57,0,0,-57
2125,42,33141.322865419446,0.03699024819612146,1,945,7195,1339,7589
2126,72,24578.376688711774,0.27302104014559536,1,513,5488,1403,6378
2127,39,20593.27792075101,0.1276609995315549,1,146,15755,1708,17317
2128,24,21436.431490501534,0.05876712757916225,1,123,5389,1743,7009
2129,37,39686.71535568777,0.08795858114252553,1,266,6407,1355,7496
2130,58,21492.5303348833,0.35402831605524687,1,228,16022,1745,17539
2131,31,22879.672052635106,0.31247449478808287,1,123,29187,1981,31045
2132,66,24106.800999266856,0.03701494551569854,1,39,5649,1618,7228
2133,60,28542.748839329353,0.012061517631868747,0,17,0,0,-17
2134,18,35780.6664441144,0.19162595357224235,0,4,0,0,-4
2135,20,29834.657697077997,0.07846194511562983,1,896,5968,2492,7564
2136,54,21914.357608759918,0.21306544361319776,1,609,6421,1475,7287
2137,65,48975.8872968701,0.25552410990941865,1,285,5801,1493,7009
2138,39,23142.66028229515,0.04472525716611917,1,110,5814,1721,7425
2139,30,20161.615190559136,0.011932738716739633,1,127,8299,4233,12405
2140,60,20262.76323914256,0.0021608782897326933,1,1186,10291,3135,12240
2141,21,21438.07230999279,0.03927004762566621,1,272,53480,1873,55081
2142,53,20247.862967299967,0.14691102617486676,1,573,22753,6316,28496
2143,36,20311.45999582174,0.08076660362302047,1,263,6292,1342,7371
2144,41,23929.10873722346,0.41844181582017553,0,68,0,0,-68
2145,34,21003.829359889267,0.13925135162649424,1,1075,17957,2090,18972
2146,70,39479.45249945325,0.0834594110316447,1,92,8287,2222,10417
2147,53,27603.78624325113,0.15507483131758545,1,219,9245,1685,10711
2148,20,48879.6478020266,0.16012387677503434,0,92,0,0,-92
2149,55,24984.90720583884,0.1885502448267003,1,533,7133,1516,8116
2150,23,54274.20810055981,0.09537573681454721,1,790,18594,1419,19223
2151,40,27040.92137054914,0.0883469852082854,1,565,9545,1762,10742
2152,18,21849.454015575153,0.35931469471925753,1,941,6115,1677,6851
2153,50,21207.221823933123,0.18306218807926625,1,1009,6013,2170,7174
2154,53,21735.585321842336,0.0479748399570746,1,116,24493,2210,26587
2155,63,20159.831155310192,0.1851871074390628,1,1228,5821,2809,7402
2156,70,23339.740493115616,0.2195894445060677,1,304,5330,1569,6595
2157,75,22378.142491375944,0.06745538951864348,1,2317,17519,1337,16539
2158,74,20678.944807589218,0.23799609805321065,0,25,0,0,-25
2159,66,21710.953867068893,0.015933474716947577,1,1477,8491,1726,8740
2160,29,31773.11929018386,0.10529069152865751,0,12,0,0,-12
2161,58,25892.092927393747,0.038302118924484124,1,638,7403,1629,8394
2162,58,22608.08317072962,0.10887428563324178,1,416,8085,2280,9949
2163,34,29848.476578289217,0.009106581647445926,1,148,5316,1657,6825
2164,24,23194.429440017742,0.2620453836599399,1,389,16157,1728,17496
2165,24,64488.942361238405,0.07762754013930434,1,311,5304,3834,8827
2166,23,24560.606574963425,0.08933623902922766,1,282,6488,3428,9634
2167,46,29344.796430087503,0.001614282743245559,1,1001,10235,1581,10815
2168,42,21104.23144944521,0.0009541196111836842,1,607,6959,1687,8039
2169,64,31162.546491532416,0.015334779908759621,1,44,21741,3298,24995
2170,24,23386.54770538901,0.04271547999573618,1,1517,17043,2212,17738
2171,51,27867.048831518874,0.12129637573166174,1,1164,5502,1367,5705
2172,20,20945.998702008128,0.01733293205951661,1,440,11244,1494,12298
2173,20,22727.131793560005,0.06958116893921433,1,393,9681,1946,11234
2174,27,22834.77026114181,0.02443616423791554,1,142,7249,3607,10714
2175,38,22847.331659102125,0.0999598201317377,1,405,21353,13317,34265
2176,64,20196.60665507432,0.05899856082068129,0,124,0,0,-124
2177,58,43127.35259025461,0.05613645134953584,1,1745,7606,1573,7434
2178,22,22465.69626080846,0.015042043157615937,1,752,7617,1369,8234
2179,28,32552.69585261461,0.000553624112421105,1,92,5962,1491,7361
2180,74,23455.32578345387,0.0662166863475306,1,992,5268,1960,6236
2181,18,41428.09616719194,0.18755165770014037,1,285,5975,2167,7857
2182,29,23616.646161322682,0.0839144174324143,1,128,5660,1469,7001
2183,21,20086.06737039353,0.010297679033651507,1,97,6924,1647,8474
2184,18,26303.278818823313,0.1862676285098638,1,459,5743,1344,6628
2185,25,25397.144374854688,0.046662547858189296,1,529,6982,1516,7969
2186,72,23004.007677648537,0.13164258845550794,1,1153,5519,4837,9203
2187,23,20632.107444860474,0.020704650421526125,1,336,5900,1709,7273
2188,71,40561.93475712656,0.02099222529404947,1,738,5433,1439,6134
2189,39,22847.263243094843,0.06762401184041607,1,619,5757,3573,8711
2190,34,22254.1109769523,0.1037581159947986,0,23,0,0,-23
2191,71,27497.29500103167,0.008305996992122361,1,886,6712,1738,7564
2192,26,20371.21271315405,0.36303492836289686,1,1308,6416,2120,7228
2193,24,23676.393629955313,0.024397269657752074,1,285,5293,1881,6889
2194,18,23413.851648302105,0.06707784533565253,1,183,10435,2112,12364
2195,34,20249.74754378714,0.24982768335751881,1,2233,5722,1634,5123
2196,54,28069.089775066528,0.2483530751039382,1,390,6259,2558,8427
2197,51,32915.605397073,0.0024159340449054667,0,1,0,0,-1
2198,19,32949.46812743596,0.34618670026665055,0,3,0,0,-3
2199,74,25061.941484934843,0.04442010928828873,1,239,5255,1761,6777
2200,22,33358.55542860031,0.22551237401557253,1,989,5644,1336,5991
2201,61,28987.33353643673,0.09968483394258798,1,497,5299,1368,6170
2202,41,20664.77862673397,0.02047856777518798,1,154,5574,1621,7041
2203,25,34585.97385011793,0.38685510658473743,0,9,0,0,-9
2204,35,20019.771544969084,0.21079621959980893,1,664,7676,1474,8486
2205,28,45442.42249822885,0.2734317057538289,1,497,8939,1364,9806
2206,23,24834.586299476618,0.018089065542056634,1,406,10617,1462,11673
2207,35,29897.62732617384,0.1646456224055259,1,168,11462,2275,13569
2208,25,35313.52791365182,0.0996688651457849,0,13,0,0,-13
2209,63,25823.136525598893,0.042009785637127955,0,94,0,0,-94
2210,22,26738.91804624661,0.05625073658571245,1,1219,5340,1447,5568
2211,48,34161.98431635966,0.04685232233160397,0,24,0,0,-24
2212,65,20071.06714375119,0.1394263297307087,1,197,6340,1383,7526
2213,43,23178.740566930122,0.3482724915892006,0,24,0,0,-24
2214,27,21484.396091825434,0.19118389335044247,1,870,7145,1472,7747
2215,37,28979.52855713403,0.06356967012474336,0,32,0,0,-32
2216,18,20204.668750090263,0.08316309662032631,1,184,9401,1363,10580
2217,24,31994.749912571824,0.07956178657047462,1,2313,12181,1691,11559
2218,21,33359.61971242955,0.011270402137252526,1,269,6964,2380,9075
2219,35,22434.231975263072,0.14036785513164848,1,78,5513,1717,7152
2220,27,80009.31464506665,0.02889574313750396,1,247,5723,1336,6812
2221,47,40427.015661272795,0.1271530358949083,1,1318,12813,1630,13125
2222,22,46952.619902778526,0.25260594257714286,1,47,5406,2014,7373
2223,26,26302.029757930803,0.0991753748018407,1,867,5656,1549,6338
2224,28,23389.6048982925,0.11774714933230515,1,133,14935,1397,16199
2225,50,25224.135005719858,0.1195738362562344,1,280,7926,1558,9204
2226,59,24139.974570492537,0.21290919181804066,1,703,9491,1456,10244
2227,19,22098.359917449023,0.13120536061289673,1,91,5423,2695,8027
2228,55,25197.128555783675,0.019089206308480437,1,248,5496,1477,6725
2229,42,20391.094410670787,0.027349142530066452,1,105,31381,1407,32683
2230,27,38859.10844801175,0.06199020213393994,1,417,8605,2777,10965
2231,43,27727.523908691477,0.0016267165412327891,1,1698,7863,1862,8027
2232,57,28853.620548038252,0.12990963090646548,1,190,8217,1401,9428
2233,21,23193.131211881242,0.21536350124847606,1,1007,5881,1618,6492
2234,72,24043.850983474447,0.17526443968383124,1,1115,9971,2683,11539
2235,46,65330.31978114939,0.022350607773064225,1,286,8319,1585,9618
2236,73,21368.7604474736,0.058502096396244437,1,534,5701,2839,8006
2237,69,40470.72757138962,0.05432210368408346,0,38,0,0,-38
2238,73,22225.16073728604,0.3327898703293816,0,39,0,0,-39
2239,28,43930.610174876296,0.12138521820641655,1,233,9888,1603,11258
2240,65,23895.433082946493,0.06783348323476913,1,51,6850,1492,8291
2241,27,31587.077434912757,0.18671420519584786,1,176,7929,1503,9256
2242,27,27833.010395806905,0.18218160875857894,0,6,0,0,-6
2243,28,28031.586117383817,0.17320145086289823,1,819,10473,1499,11153
2244,26,20280.509757259984,0.11087328371108136,1,1116,10053,1356,10293
2245,22,23235.806730576674,0.24892931901804422,1,1026,9837,2764,11575
2246,37,27105.732346321507,0.03564711739685824,1,291,9946,1706,11361
2247,21,22886.887654559956,0.2727891516382193,0,94,0,0,-94
2248,57,44409.083801653134,0.041600770918620564,1,266,5242,1349,6325
2249,18,27084.31291895758,0.215267925541549,1,333,5910,2210,7787
2250,59,60806.00466376117,0.16562051011797652,1,264,5413,3625,8774
2251,25,28916.964039766885,0.09930609944432928,1,316,7723,1537,8944
2252,26,28726.034550852368,0.0016961067160735043,1,246,17447,1587,18788
2253,18,23693.48098556831,0.10608766949460043,1,539,8843,1917,10221
2254,41,20509.533617472433,0.009837741019770752,1,179,9432,5785,15038
2255,52,28518.872869406077,0.1183403681153779,1,203,12278,3267,15342
2256,66,20538.304744881247,0.08942060420725625,1,21,9065,1539,10583
2257,20,21475.963277594074,0.015127237762686398,1,809,5840,1466,6497
2258,22,20872.789935413777,0.12050815112695856,1,625,12529,2002,13906
2259,18,22867.38701698021,0.020156347311010996,1,838,10987,1596,11745
2260,50,23524.47396818934,0.16169344028430535,1,219,16117,1705,17603
2261,43,20642.787914182423,0.018813021209320678,1,526,8213,1359,9046
2262,32,25375.872645280317,0.3862988051545868,0,44,0,0,-44
2263,54,77324.95569430028,0.05605493171289987,1,403,7622,1344,8563
2264,20,20872.56102085671,0.2038638037611268,1,92,7431,2016,9355
2265,63,25939.57786997057,0.21548912764733386,1,669,6018,2024,7373
2266,53,26011.779789625336,0.015230247738033796,1,262,7673,1340,8751
2267,29,21257.872930655547,0.02949592606928079,0,6,0,0,-6
2268,49,31362.78688723333,0.07272065601395408,1,265,5635,1758,7128
2269,25,31724.97564953988,0.027207322221571132,0,8,0,0,-8
2270,19,50212.95773537141,0.13616563455684338,1,293,10466,2304,12477
2271,50,48145.46364899842,0.03124924362912287,1,361,5267,1454,6360
2272,38,21129.96530287208,0.1310502696770111,1,811,11150,2634,12973
2273,42,24272.471764608814,0.07648682515075408,1,31,8066,2865,10900
2274,40,36572.874685679024,0.06619812047693338,0,2,0,0,-2
2275,45,29900.116704641474,0.2775054074105102,0,202,0,0,-202
2276,60,107228.61205198626,0.0781348039502904,1,102,5314,1861,7073
2277,30,22837.550384162223,0.05415149026227722,1,1139,5956,1342,6159
2278,51,20419.00850803331,0.07519029299416331,1,882,10653,1363,11134
2279,32,27529.352497839,0.1149945157830252,0,13,0,0,-13
2280,19,21566.487725106876,0.320644016091812,1,304,6704,4048,10448
2281,37,20218.930824814273,0.08821581179978129,1,1034,12374,1429,12769
2282,32,24713.130812439347,0.05503730096662279,1,91,5734,1350,6993
2283,27,56142.9248456364,0.26042734034899406,1,1491,5527,1901,5937
2284,34,39654.70444061205,0.09476644897455,1,854,6140,1352,6638
2285,40,47542.818764536925,0.04812309775584773,1,376,5388,1912,6924
2286,34,25539.781352847378,0.08746616469207374,1,124,8925,8505,17306
2287,39,20913.55652981331,0.2410870735995841,0,4,0,0,-4
2288,46,30838.021211126754,0.23606111313838246,0,1,0,0,-1
2289,65,31757.949122356596,0.08855335174137599,0,2,0,0,-2
2290,36,38552.84408383136,0.03548778942055856,0,11,0,0,-11
2291,71,21571.690098555027,0.0848430542051837,1,948,12624,3078,14754
2292,20,20460.4675393702,0.2477233075184779,1,235,12395,1605,13765
2293,60,22475.27314438946,0.11221803413045732,1,309,8076,1815,9582
2294,20,42479.47359743816,0.10847870829463696,1,269,9453,3010,12194
2295,71,22988.569040569306,0.009388332005678502,1,634,5451,1359,6176
2296,61,32769.775654480996,0.42037916916027257,0,110,0,0,-110
2297,56,28232.858100323447,0.023644880568188253,0,46,0,0,-46
2298,68,40041.636046885884,0.24897449261005092,1,209,6062,2547,8400
2299,45,27848.448550162215,0.21436182618230445,0,52,0,0,-52
2300,28,43328.50004179422,0.06698478354059179,1,1676,7262,1562,7148
2301,53,24067.12647601007,0.010868551923555302,0,121,0,0,-121
2302,70,26464.96044738773,0.01426978384657897,1,137,14890,2727,17480
2303,19,23015.268724897644,0.2520619601972077,0,121,0,0,-121
2304,22,26337.22452024285,0.1179332255415552,1,53,5587,1393,6927
2305,46,29752.07724239167,0.004348932900130437,1,247,38291,1681,39725
2306,35,30106.079277758574,0.13919571214548124,1,1387,6249,3784,8646
2307,19,51361.9065346107,0.07866401497966287,1,142,7603,1480,8941
2308,62,23194.26866283866,0.2091598544296636,0,21,0,0,-21
2309,35,33633.49771966883,0.06346452221618466,1,447,9702,1417,10672
2310,33,20585.114564089123,0.21308541061615507,1,970,12897,1701,13628
2311,41,30133.370396447728,0.06728819373917119,1,746,5956,1404,6614
2312,31,78930.61294897425,0.2613332040312943,1,1716,8153,1538,7975
2313,34,48396.6173624138,0.13892698123332878,1,284,7578,1453,8747
2314,21,24844.69722352816,0.0038291153463986933,1,680,6890,1950,8160
2315,35,25679.708313576873,0.01986554304568008,1,181,7634,1539,8992
2316,65,21018.783456101744,0.2606529316432022,1,228,5850,4192,9814
2317,34,35784.580428049936,0.0765531424614764,1,214,9299,1697,10782
2318,67,22249.85535318636,0.05545012243890318,1,380,5696,1435,6751
2319,28,20234.898601852077,0.03791885130470078,0,9,0,0,-9
2320,28,24929.218969075428,0.030746955137819373,1,764,6217,1404,6857
2321,20,37779.37550192863,0.34413822540310823,0,23,0,0,-23
2322,36,20823.759537183887,0.14894398971927456,0,15,0,0,-15
2323,49,22828.318735898847,0.12052865533247052,1,342,9311,3126,12095
2324,74,31859.81368493203,0.4896998080184961,0,4,0,0,-4
2325,62,27054.438525813213,0.006221187169360135,1,344,5568,2627,7851
2326,27,96441.63277056313,0.030829166408164306,0,28,0,0,-28
2327,30,21588.44561738892,0.07744251613303985,1,292,6530,2479,8717
2328,69,86269.83451846719,0.03176774091421174,0,268,0,0,-268
2329,40,20724.309245838518,0.2988853631640098,1,488,6755,1590,7857
2330,51,22900.00802676955,0.0002983845939343665,1,213,9087,1622,10496
2331,21,23709.86806451754,0.06322557977139638,0,74,0,0,-74
2332,21,22847.38290933983,0.06182340290429651,1,495,19865,2764,22134
2333,33,20992.547118222243,0.16138427296411018,1,355,8521,1391,9557
2334,29,21526.65837274715,0.09465286103106542,0,66,0,0,-66
2335,26,20391.79191271826,0.3786066766126414,0,86,0,0,-86
2336,36,42712.95993019007,0.056112754054302216,0,42,0,0,-42
2337,65,39788.83812604526,0.03812728160468518,1,104,19301,1467,20664
2338,53,29864.940820786604,0.1473466817624003,1,35,5791,1437,7193
2339,23,22340.333879511643,0.004625072704683596,0,21,0,0,-21
2340,22,20867.85305841199,0.21679557413708825,1,24,6154,2009,8139
2341,41,21376.67860302396,0.06190482740666221,1,341,5735,1419,6813
2342,50,29539.471087860424,0.09073220651584707,0,39,0,0,-39
2343,26,20265.729098733394,0.07309767743409636,1,527,10975,2510,12958
2344,69,20274.534414644244,0.005244287433193093,1,262,6065,1513,7316
2345,32,26505.564645358438,0.09041407723198909,1,370,5889,3611,9130
2346,38,26159.312265417044,0.15140170722533003,1,447,9719,4840,14112
2347,18,50626.550740606646,0.03869915960471657,1,409,6376,1638,7605
2348,42,21796.702966535708,0.3264479450086595,0,0,0,0,0
2349,66,20276.480788090088,0.010280356733451597,1,506,7956,1533,8983
2350,20,24124.287419464257,0.12968883524122915,1,178,5796,1556,7174
2351,68,21724.74237751296,0.098312432352894,1,251,11985,1769,13503
2352,23,29657.804991173383,0.004864311363835684,0,13,0,0,-13
2353,75,28242.52859296553,0.01608746438818334,1,381,5314,2117,7050
2354,42,25407.07780604756,0.028952465636096502,0,13,0,0,-13
2355,57,31493.12245300175,0.21415924302761882,1,233,6827,1402,7996
2356,42,20108.86943658948,0.018087271051255422,0,37,0,0,-37
2357,54,30931.367463002774,0.14063745463450472,0,46,0,0,-46
2358,61,21269.691753977135,0.08212135686051263,1,1732,5881,1716,5865
2359,56,20852.56283824176,0.33836822375975306,1,277,5965,3925,9613
2360,74,28877.054247857242,0.14550908680232977,1,249,11280,1605,12636
2361,20,22243.390374620238,0.04479031182452158,1,47,9728,2465,12146
2362,22,43242.25839299342,0.03208846622543758,1,225,5463,1513,6751
2363,67,49143.98083061038,0.20959909897726478,1,521,5776,2480,7735
2364,43,27593.467521786315,0.10068013972566238,1,214,24239,1823,25848
2365,24,25162.1955514996,0.10236860248235966,1,357,9519,1406,10568
2366,30,32110.326958061003,0.10839573923864014,1,987,5602,3238,7853
2367,66,21910.04194753944,0.17039908350726884,1,992,10579,2778,12365
2368,22,24354.951350976266,0.26627825404694105,1,276,5321,1511,6556
2369,26,44899.16976568582,0.041672415638396285,1,27,8033,1413,9419
2370,64,28541.647417689317,0.07614476435245786,1,322,7539,3993,11210
2371,60,21395.67985374336,0.13099925228702894,0,29,0,0,-29
2372,21,20279.2470839489,0.08048818308247124,0,1,0,0,-1
2373,49,31966.226699454666,0.2294686340643306,1,631,6012,1588,6969
2374,24,22879.436361922184,0.1095695626935462,1,733,8167,2141,9575
2375,39,20389.88098201144,0.10870901062617996,1,214,7269,1437,8492
2376,47,23809.701538955083,0.07866995473568644,1,206,17172,2233,19199
2377,18,41140.158059122325,0.052421883567663155,1,108,5466,1611,6969
2378,58,24960.468956491084,0.01786284177090437,1,820,6872,1456,7508
2379,39,20001.481362152863,0.14056950137294277,1,173,6482,6151,12460
2380,22,23504.671229272284,0.021831029082884295,1,465,19007,1441,19983
2381,63,22023.672817368646,0.0197180851224499,1,1462,5741,1458,5737
2382,62,27978.65069372187,0.05329182415775732,1,487,5350,2838,7701
2383,64,29984.882656301033,0.13524643385757573,1,10,6552,1483,8025
2384,40,41824.343420841054,0.05171658384073065,1,217,5568,1526,6877
2385,55,33998.83003066995,0.07779717550045129,1,299,10682,1989,12372
2386,31,27695.829389545783,0.06650653602146642,1,580,5377,2659,7456
2387,21,20305.10949589572,0.07725000416261847,1,550,6449,3040,8939
2388,54,30027.86900840729,0.054658447629569125,1,135,8510,1932,10307
2389,64,23544.990172332917,0.08341359985419111,1,565,6839,2559,8833
2390,20,26911.18730544279,0.03627359084605623,1,2754,6396,1497,5139
2391,52,24610.296835215893,0.12720339230086275,0,4,0,0,-4
2392,42,28042.345946448455,0.034402302500037424,1,286,6829,1787,8330
2393,65,38414.96251299866,0.2731423346789538,1,332,5667,1778,7113
2394,30,21237.033048278572,0.030796549580104228,1,71,14365,1423,15717
2395,58,29876.11376058253,0.004686849255035509,1,544,6867,1890,8213
2396,25,21234.969861473233,0.12810077752972346,1,785,8092,4218,11525
2397,59,27573.615959065537,0.1745517236037747,0,43,0,0,-43
2398,27,44016.702041265366,0.0816056279535554,0,45,0,0,-45
2399,21,26768.61948375691,0.13278447063717638,1,210,5335,2766,7891
2400,18,43593.53870603368,0.04846135628925523,1,555,6102,2597,8144
2401,40,21719.060044346134,0.035421227301412735,0,106,0,0,-106
2402,23,20423.8003800488,0.2585322214234845,1,885,5678,1441,6234
2403,31,22970.009423163472,0.07126453618969122,1,393,5601,1663,6871
2404,52,25467.529784663802,0.27198058543070364,1,181,6114,1418,7351
2405,24,37763.15278329108,0.008482706035393122,1,1733,16809,2797,17873
2406,34,23121.710338759778,0.10885331238775069,1,184,8256,1406,9478
2407,38,29769.98624709535,0.06013895751719103,1,134,7074,8171,15111
2408,24,34259.65154507045,0.14183979089788254,1,1540,6984,1614,7058
2409,24,22922.885164830932,0.023068983666305408,1,956,6026,1675,6745
2410,50,20324.440949240146,0.0839156452189056,0,39,0,0,-39
2411,35,198083.15924601062,0.014604569026248558,1,43,14958,1777,16692
2412,34,33623.43453197613,0.17158988358966784,0,14,0,0,-14
2413,47,39019.88710637252,0.028297598124374036,1,116,5746,2752,8382
2414,62,23627.582721214407,0.06758931777167454,1,180,5497,1872,7189
2415,36,20465.342383052714,0.15431337361935094,0,189,0,0,-189
2416,32,40310.74764964891,0.057258512211449786,1,212,15139,2367,17294
2417,52,21880.904400866253,0.09702433545952162,1,1035,7963,1588,8516
2418,27,32376.59075605178,0.01601258997325135,1,575,7126,1875,8426
2419,54,22601.54947392701,0.12119571035802872,1,1189,5691,1401,5903
2420,26,28454.401794507503,0.04160198229496037,0,331,0,0,-331
2421,29,21064.568576807633,0.11264295129050751,1,314,10020,2422,12128
2422,24,20302.442632972583,0.05566315753043747,1,166,5964,1365,7163
2423,48,21518.906903870873,0.19592695700997953,1,501,6314,1382,7195
2424,51,24249.91741385466,0.09651665169266653,0,20,0,0,-20
2425,63,21921.81510476826,0.19526699022178418,1,1362,5293,1625,5556
2426,73,20724.485267887965,0.19777429282065737,1,449,5812,2849,8212
2427,47,81659.1243559543,0.013504708138351184,1,464,5507,2341,7384
2428,56,24743.854593404103,0.040702334441025945,1,242,9379,1550,10687
2429,39,26043.004386992827,0.02977431326907427,1,766,6233,1479,6946
2430,41,22660.853985816786,0.25634671839680445,1,805,9077,1381,9653
2431,22,20365.831331402525,0.08524484467111781,1,541,11065,1865,12389
2432,18,37509.967019032505,0.016940580772675535,1,343,15690,1595,16942
2433,46,20260.1378725365,0.15683177143530985,0,177,0,0,-177
2434,47,20844.752840855483,0.019054329051341738,1,1155,5597,1752,6194
2435,19,25136.392922453208,0.14381764317767992,1,115,14282,1800,15967
2436,46,24714.14953535847,0.06643445079551467,1,293,6938,1479,8124
2437,27,24359.346307146196,0.14332931155415754,1,289,29541,1955,31207
2438,71,29648.224725367065,0.21658066071092652,0,30,0,0,-30
2439,33,24972.922153864693,0.016918661189422368,1,570,12729,1340,13499
2440,48,31089.020019225387,0.010047429244476713,1,2111,6383,1520,5792
2441,48,39514.23301836117,0.16095140571730107,0,14,0,0,-14
2442,26,23379.768754258508,0.1942175630524249,0,21,0,0,-21
2443,74,20454.290463759226,0.10678562821201916,1,203,18599,2125,20521
2444,21,36090.06053256141,0.041280975675458166,1,435,29307,1648,30520
2445,58,62971.202027010644,0.04330493982832453,1,87,6870,1587,8370
2446,42,24452.700357986145,0.11419505079704033,1,589,10983,1510,11904
2447,22,23121.56777343671,0.11381649418557899,0,161,0,0,-161
2448,71,26933.058302072423,0.07211031084547136,1,190,5541,1403,6754
2449,49,28118.522307462426,0.22856851101422304,0,74,0,0,-74
2450,27,22469.19037257063,0.06460664992607514,1,1085,65057,2274,66246
2451,60,25119.186763992595,0.016091854438920063,1,1019,6767,1900,7648
2452,25,51210.41699518683,0.017585691452590098,1,23,9050,1447,10474
2453,56,30996.31644288207,0.10890145531141866,1,877,8036,1540,8699
2454,69,29882.867080847376,0.11618887925892803,0,142,0,0,-142
2455,45,25805.035193187312,0.021471949158486364,1,162,6584,1400,7822
2456,21,25832.96375898628,0.16737670180486075,1,110,5553,1879,7322
2457,21,24846.517808951845,0.0115436552448665,0,11,0,0,-11
2458,41,22155.7525156148,0.1006906644323365,0,82,0,0,-82
2459,28,36920.847140917016,0.1106114741860968,0,45,0,0,-45
2460,18,33065.95910441269,0.3841674279098076,0,6,0,0,-6
2461,18,31366.59019763035,0.07283679531639047,1,638,8321,2054,9737
2462,22,22940.435621204128,0.024241203052918853,1,355,5624,2398,7667
