ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
7247,0,0,73,0,-73
7248,1,0,2,0,-2
7249,1,1,591,1875,1284
7250,1,1,24,1398,1374
7251,0,0,55,0,-55
7252,1,0,155,0,-155
7253,1,0,64,0,-64
7254,1,0,42,0,-42
7255,0,0,32,0,-32
7256,1,1,583,1345,762
7257,1,1,771,1700,929
7258,1,1,282,1421,1139
7259,0,0,129,0,-129
7260,1,0,5,0,-5
7261,1,1,1704,2187,483
7262,0,0,15,0,-15
7263,0,0,24,0,-24
7264,1,0,37,0,-37
7265,0,0,55,0,-55
7266,0,0,49,0,-49
7267,1,1,237,1220,983
7268,1,0,19,0,-19
7269,0,0,145,0,-145
7270,1,0,13,0,-13
7271,1,0,27,0,-27
7272,1,0,202,0,-202
7273,1,0,47,0,-47
7274,1,1,1759,1774,15
7275,1,0,73,0,-73
7276,0,0,122,0,-122
7277,0,0,6,0,-6
7278,0,0,114,0,-114
7279,0,0,103,0,-103
7280,0,0,1,0,-1
7281,0,0,26,0,-26
7282,1,1,512,1620,1108
7283,1,1,973,1269,296
7284,0,0,29,0,-29
7285,1,0,23,0,-23
7286,1,0,65,0,-65
7287,1,0,0,0,0
7288,0,0,21,0,-21
7289,0,0,68,0,-68
7290,0,0,29,0,-29
7291,1,1,131,1432,1301
7292,0,0,100,0,-100
7293,1,1,71,1595,1524
7294,1,1,239,1924,1685
7295,1,0,53,0,-53
7296,1,1,752,1212,460
7297,0,0,47,0,-47
7298,1,0,4,0,-4
7299,0,0,44,0,-44
7300,1,0,41,0,-41
7301,0,0,15,0,-15
7302,1,1,1557,1323,-234
7303,1,0,140,0,-140
7304,1,0,23,0,-23
7305,1,1,1577,1253,-324
7306,0,0,80,0,-80
7307,0,0,46,0,-46
7308,1,1,505,1811,1306
7309,1,0,26,0,-26
7310,0,0,13,0,-13
7311,0,0,38,0,-38
7312,1,1,917,2139,1222
7313,1,1,807,1223,416
7314,0,0,181,0,-181
7315,0,0,19,0,-19
7316,1,1,196,1515,1319
7317,0,0,76,0,-76
7318,0,0,188,0,-188
7319,1,0,44,0,-44
7320,1,1,1209,1237,28
7321,1,0,45,0,-45
7322,0,0,12,0,-12
7323,1,1,722,1316,594
7324,1,0,79,0,-79
7325,0,0,11,0,-11
7326,0,0,11,0,-11
7327,1,0,13,0,-13
7328,1,0,42,0,-42
7329,0,0,0,0,0
7330,1,1,360,1380,1020
7331,1,0,24,0,-24
7332,1,0,45,0,-45
7333,1,1,736,1347,611
7334,1,1,119,1231,1112
7335,0,0,1,0,-1
7336,1,0,25,0,-25
7337,0,0,45,0,-45
7338,0,0,4,0,-4
7339,1,1,808,1481,673
7340,1,0,27,0,-27
7341,1,0,65,0,-65
7342,1,0,31,0,-31
7343,0,0,62,0,-62
7344,1,1,1016,1297,281
7345,0,0,80,0,-80
7346,1,0,64,0,-64
7347,0,0,41,0,-41
7348,0,0,0,0,0
7349,1,1,182,1572,1390
7350,1,0,21,0,-21
7351,0,0,80,0,-80
7352,1,0,10,0,-10
7353,0,0,45,0,-45
7354,0,0,45,0,-45
7355,1,0,94,0,-94
7356,1,0,8,0,-8
7357,1,1,144,1419,1275
7358,1,0,43,0,-43
7359,0,0,22,0,-22
7360,0,0,15,0,-15
7361,1,0,39,0,-39
7362,1,1,53,1805,1752
7363,0,0,20,0,-20
7364,0,0,49,0,-49
7365,1,1,27,1251,1224
7366,0,0,126,0,-126
7367,0,0,27,0,-27
7368,0,0,53,0,-53
7369,1,1,823,1491,668
7370,0,0,104,0,-104
7371,0,0,38,0,-38
7372,1,0,169,0,-169
7373,0,0,9,0,-9
7374,0,0,25,0,-25
7375,1,0,64,0,-64
7376,0,0,122,0,-122
7377,0,0,130,0,-130
7378,1,0,30,0,-30
7379,1,1,171,1467,1296
7380,1,0,14,0,-14
7381,1,0,53,0,-53
7382,0,0,15,0,-15
7383,1,1,313,1803,1490
7384,1,1,1674,2566,892
7385,1,1,1680,1360,-320
7386,1,1,291,1400,1109
7387,0,0,22,0,-22
7388,0,0,158,0,-158
7389,1,1,1055,1625,570
7390,0,0,90,0,-90
7391,1,0,62,0,-62
7392,0,0,67,0,-67
7393,1,1,719,1285,566
7394,1,0,39,0,-39
7395,0,0,59,0,-59
7396,1,1,416,1284,868
7397,0,0,1,0,-1
7398,1,1,315,1561,1246
7399,0,0,19,0,-19
7400,0,0,30,0,-30
7401,0,0,7,0,-7
7402,1,0,17,0,-17
7403,1,0,9,0,-9
7404,1,1,180,1360,1180
7405,0,0,181,0,-181
7406,1,0,82,0,-82
7407,0,0,25,0,-25
7408,1,1,419,1365,946
7409,1,1,256,2038,1782
7410,0,0,57,0,-57
7411,1,0,1,0,-1
7412,1,1,765,3536,2771
7413,0,0,19,0,-19
7414,0,0,95,0,-95
7415,1,0,70,0,-70
7416,1,0,194,0,-194
7417,0,0,24,0,-24
7418,1,1,142,2164,2022
7419,1,0,31,0,-31
7420,1,1,1305,1343,38
7421,1,0,19,0,-19
7422,1,0,46,0,-46
7423,1,0,22,0,-22
7424,1,0,120,0,-120
7425,1,0,45,0,-45
7426,1,1,822,1527,705
7427,1,1,175,1229,1054
7428,0,0,30,0,-30
7429,1,0,22,0,-22
7430,0,0,134,0,-134
7431,1,1,1725,1425,-300
7432,0,0,20,0,-20
7433,0,0,61,0,-61
7434,1,1,101,1305,1204
7435,0,0,83,0,-83
7436,0,0,9,0,-9
7437,0,0,121,0,-121
7438,0,0,63,0,-63
7439,0,0,13,0,-13
7440,0,0,41,0,-41
7441,1,0,206,0,-206
7442,0,0,4,0,-4
7443,0,0,69,0,-69
7444,1,1,366,1300,934
7445,1,0,124,0,-124
7446,1,1,615,1314,699
7447,0,0,142,0,-142
7448,1,0,1,0,-1
7449,1,0,120,0,-120
7450,0,0,21,0,-21
7451,0,0,106,0,-106
7452,1,0,173,0,-173
7453,1,0,84,0,-84
7454,0,0,21,0,-21
7455,0,0,40,0,-40
7456,1,1,987,1383,396
7457,1,1,318,1338,1020
7458,0,0,23,0,-23
7459,1,1,1409,1428,19
7460,1,1,301,1877,1576
7461,0,0,43,0,-43
7462,1,1,350,1480,1130
7463,1,1,216,1952,1736
7464,0,0,44,0,-44
7465,1,0,94,0,-94
7466,1,1,233,1210,977
7467,0,0,161,0,-161
7468,0,0,84,0,-84
7469,0,0,1,0,-1
7470,0,0,34,0,-34
7471,1,0,5,0,-5
7472,1,0,14,0,-14
7473,1,1,662,1344,682
7474,0,0,4,0,-4
7475,1,1,285,1268,983
7476,0,0,32,0,-32
7477,1,0,11,0,-11
7478,1,1,316,1573,1257
7479,1,0,54,0,-54
7480,0,0,262,0,-262
7481,0,0,13,0,-13
7482,1,0,99,0,-99
7483,1,1,50,1282,1232
7484,0,0,19,0,-19
7485,0,0,49,0,-49
7486,0,0,23,0,-23
7487,1,1,503,1276,773
7488,0,0,83,0,-83
7489,1,1,1238,1243,5
7490,1,0,27,0,-27
7491,1,0,70,0,-70
7492,0,0,62,0,-62
7493,1,1,756,1266,510
7494,1,0,29,0,-29
7495,1,1,250,1362,1112
7496,0,0,22,0,-22
7497,0,0,33,0,-33
7498,1,1,787,1208,421
7499,1,0,56,0,-56
7500,1,1,1285,1887,602
7501,0,0,50,0,-50
7502,1,1,561,1284,723
7503,1,0,15,0,-15
7504,1,0,11,0,-11
7505,1,0,34,0,-34
7506,0,0,9,0,-9
7507,1,0,53,0,-53
7508,1,1,150,1659,1509
7509,1,1,761,1507,746
7510,1,1,55,1304,1249
7511,0,0,87,0,-87
7512,0,0,185,0,-185
7513,0,0,41,0,-41
7514,1,0,203,0,-203
7515,1,0,10,0,-10
7516,1,1,540,1304,764
7517,0,0,7,0,-7
7518,1,0,43,0,-43
7519,1,1,1230,1396,166
7520,0,0,19,0,-19
7521,0,0,67,0,-67
7522,0,0,4,0,-4
7523,0,0,93,0,-93
7524,0,0,1,0,-1
7525,1,0,1,0,-1
7526,1,0,29,0,-29
7527,0,0,160,0,-160
7528,0,0,4,0,-4
7529,0,0,2,0,-2
7530,1,1,219,1416,1197
7531,1,0,10,0,-10
7532,0,0,109,0,-109
7533,1,1,541,1522,981
7534,1,1,1771,1231,-540
7535,1,0,38,0,-38
7536,1,1,129,2738,2609
7537,1,0,144,0,-144
7538,1,1,397,1380,983
7539,1,0,45,0,-45
7540,1,0,74,0,-74
7541,0,0,1,0,-1
7542,0,0,9,0,-9
7543,1,0,2,0,-2
7544,0,0,16,0,-16
7545,0,0,17,0,-17
7546,0,0,121,0,-121
7547,0,0,35,0,-35
7548,0,0,174,0,-174
7549,0,0,37,0,-37
7550,1,1,436,1605,1169
7551,1,0,61,0,-61
7552,1,0,59,0,-59
7553,1,0,11,0,-11
7554,1,0,26,0,-26
7555,1,1,122,1794,1672
7556,0,0,5,0,-5
7557,1,1,183,1523,1340
7558,1,1,323,2455,2132
7559,0,0,24,0,-24
7560,1,0,122,0,-122
7561,1,1,1421,1579,158
7562,0,0,96,0,-96
7563,0,0,11,0,-11
7564,0,0,137,0,-137
7565,1,0,0,0,0
7566,1,1,50,1494,1444
7567,0,0,51,0,-51
7568,0,0,2,0,-2
7569,1,1,247,1825,1578
7570,0,0,70,0,-70
7571,0,0,3,0,-3
7572,1,0,18,0,-18
7573,0,0,46,0,-46
7574,0,0,146,0,-146
7575,1,0,5,0,-5
7576,0,0,35,0,-35
7577,0,0,114,0,-114
7578,1,1,515,1244,729
7579,1,0,8,0,-8
7580,1,1,203,1349,1146
7581,0,0,65,0,-65
7582,0,0,9,0,-9
7583,1,0,9,0,-9
7584,1,0,3,0,-3
7585,1,0,12,0,-12
7586,1,0,17,0,-17
7587,0,0,26,0,-26
7588,1,0,148,0,-148
7589,1,0,11,0,-11
7590,0,0,143,0,-143
7591,1,1,34,1247,1213
7592,0,0,39,0,-39
7593,1,0,9,0,-9
7594,1,0,2,0,-2
7595,1,1,469,1282,813
7596,1,1,245,1375,1130
7597,1,0,47,0,-47
7598,1,0,6,0,-6
7599,0,0,7,0,-7
7600,1,0,53,0,-53
7601,0,0,21,0,-21
7602,0,0,15,0,-15
7603,0,0,17,0,-17
7604,0,0,4,0,-4
7605,1,1,255,1230,975
7606,1,1,262,1405,1143
7607,1,0,16,0,-16
7608,1,1,1392,1837,445
7609,1,1,170,1421,1251
7610,1,1,442,1467,1025
7611,1,0,55,0,-55
7612,0,0,19,0,-19
7613,0,0,82,0,-82
7614,1,0,64,0,-64
7615,0,0,42,0,-42
7616,1,0,26,0,-26
7617,0,0,32,0,-32
7618,1,1,240,1612,1372
7619,0,0,3,0,-3
7620,0,0,3,0,-3
7621,0,0,85,0,-85
7622,1,1,204,1806,1602
7623,1,0,23,0,-23
7624,1,1,1161,1390,229
7625,0,0,65,0,-65
7626,0,0,23,0,-23
7627,0,0,101,0,-101
7628,1,1,505,2663,2158
7629,1,1,703,1296,593
7630,1,0,4,0,-4
7631,0,0,27,0,-27
7632,0,0,22,0,-22
7633,0,0,30,0,-30
7634,1,1,641,1686,1045
7635,0,0,44,0,-44
7636,1,1,1092,1286,194
7637,1,1,147,1225,1078
7638,1,1,49,1484,1435
7639,1,0,22,0,-22
7640,0,0,21,0,-21
7641,1,0,13,0,-13
7642,0,0,2,0,-2
7643,0,0,55,0,-55
7644,1,1,47,1328,1281
7645,0,0,65,0,-65
7646,1,1,245,2796,2551
7647,1,1,91,1388,1297
7648,1,1,573,1348,775
7649,1,1,500,1326,826
7650,0,0,27,0,-27
7651,1,1,785,1212,427
7652,0,0,30,0,-30
7653,1,0,53,0,-53
7654,1,0,20,0,-20
7655,1,0,4,0,-4
7656,0,0,26,0,-26
7657,1,1,64,2340,2276
7658,0,0,55,0,-55
7659,1,1,529,1387,858
7660,0,0,15,0,-15
7661,0,0,11,0,-11
7662,1,0,22,0,-22
7663,1,1,127,1232,1105
7664,1,0,4,0,-4
7665,0,0,116,0,-116
7666,0,0,5,0,-5
7667,0,0,177,0,-177
7668,0,0,28,0,-28
7669,1,0,45,0,-45
7670,0,0,33,0,-33
7671,1,0,19,0,-19
7672,1,0,47,0,-47
7673,1,0,8,0,-8
7674,1,0,8,0,-8
7675,1,0,30,0,-30
7676,1,0,0,0,0
7677,1,1,728,1619,891
7678,1,0,13,0,-13
7679,1,1,701,1264,563
7680,1,1,1592,1590,-2
7681,0,0,35,0,-35
7682,1,1,168,2056,1888
7683,1,0,31,0,-31
7684,1,0,48,0,-48
7685,1,0,3,0,-3
7686,1,0,95,0,-95
7687,0,0,17,0,-17
7688,1,1,184,2057,1873
7689,0,0,121,0,-121
7690,1,1,163,1267,1104
7691,1,0,32,0,-32
7692,1,0,42,0,-42
7693,1,1,626,2210,1584
7694,1,1,138,1408,1270
7695,1,1,13,2265,2252
7696,0,0,75,0,-75
7697,1,0,51,0,-51
7698,1,1,141,1206,1065
7699,0,0,119,0,-119
7700,1,0,71,0,-71
7701,0,0,5,0,-5
7702,0,0,1,0,-1
7703,1,1,384,1783,1399
7704,1,0,127,0,-127
7705,1,0,49,0,-49
7706,0,0,36,0,-36
7707,1,1,29,1259,1230
7708,1,1,617,1916,1299
7709,1,0,122,0,-122
7710,1,0,21,0,-21
7711,0,0,27,0,-27
7712,1,1,500,1547,1047
7713,0,0,15,0,-15
7714,0,0,107,0,-107
7715,1,0,114,0,-114
7716,1,1,1104,1618,514
7717,0,0,253,0,-253
7718,0,0,13,0,-13
7719,1,1,89,2015,1926
7720,1,1,681,1768,1087
7721,0,0,33,0,-33
7722,1,1,66,4673,4607
7723,0,0,14,0,-14
7724,0,0,62,0,-62
7725,0,0,95,0,-95
7726,0,0,49,0,-49
7727,1,0,89,0,-89
7728,1,0,3,0,-3
7729,1,1,72,1303,1231
7730,1,0,13,0,-13
7731,0,0,3,0,-3
7732,1,1,328,2970,2642
7733,0,0,44,0,-44
7734,0,0,61,0,-61
7735,1,1,11,1332,1321
7736,1,0,40,0,-40
7737,1,1,573,1557,984
7738,1,1,1482,1246,-236
7739,1,0,9,0,-9
7740,0,0,36,0,-36
7741,0,0,62,0,-62
7742,1,0,92,0,-92
7743,1,0,68,0,-68
7744,0,0,9,0,-9
7745,0,0,41,0,-41
7746,1,0,16,0,-16
7747,1,1,578,1755,1177
7748,1,0,6,0,-6
7749,1,0,4,0,-4
7750,1,0,52,0,-52
7751,1,1,473,1262,789
7752,0,0,84,0,-84
7753,0,0,8,0,-8
7754,1,0,203,0,-203
7755,0,0,32,0,-32
7756,1,1,1168,1332,164
7757,0,0,6,0,-6
7758,1,1,362,1792,1430
7759,1,0,4,0,-4
7760,1,1,543,2345,1802
7761,1,0,6,0,-6
7762,0,0,143,0,-143
7763,0,0,4,0,-4
7764,1,0,3,0,-3
7765,0,0,14,0,-14
7766,0,0,155,0,-155
7767,1,0,5,0,-5
7768,0,0,65,0,-65
7769,1,0,53,0,-53
7770,1,0,0,0,0
7771,0,0,57,0,-57
7772,1,0,36,0,-36
7773,1,1,183,1738,1555
7774,1,1,210,1282,1072
7775,0,0,33,0,-33
7776,1,1,827,1878,1051
7777,1,1,315,1394,1079
7778,0,0,2,0,-2
7779,1,0,6,0,-6
7780,0,0,38,0,-38
7781,1,0,18,0,-18
7782,1,1,683,1343,660
7783,1,0,47,0,-47
7784,1,0,137,0,-137
7785,0,0,43,0,-43
7786,0,0,189,0,-189
7787,1,0,92,0,-92
7788,0,0,13,0,-13
7789,1,0,24,0,-24
7790,0,0,50,0,-50
7791,1,0,24,0,-24
7792,1,1,206,2148,1942
7793,1,1,223,2141,1918
7794,1,0,51,0,-51
7795,1,1,338,2670,2332
7796,1,0,57,0,-57
7797,1,1,395,1249,854
7798,1,1,182,1209,1027
7799,1,0,2,0,-2
7800,0,0,16,0,-16
7801,1,0,9,0,-9
7802,1,1,192,1287,1095
7803,1,0,54,0,-54
7804,0,0,28,0,-28
7805,1,0,3,0,-3
7806,1,1,383,1487,1104
7807,0,0,31,0,-31
7808,0,0,10,0,-10
7809,0,0,0,0,0
7810,0,0,71,0,-71
7811,1,1,885,2130,1245
7812,1,1,234,1433,1199
7813,0,0,462,0,-462
7814,0,0,19,0,-19
7815,1,0,85,0,-85
7816,1,0,100,0,-100
7817,1,1,110,1232,1122
7818,1,1,88,2685,2597
7819,0,0,13,0,-13
7820,0,0,113,0,-113
7821,1,1,309,1685,1376
7822,0,0,39,0,-39
7823,0,0,72,0,-72
7824,0,0,35,0,-35
7825,0,0,35,0,-35
7826,0,0,136,0,-136
7827,1,1,272,1362,1090
7828,1,1,557,1382,825
7829,0,0,17,0,-17
7830,0,0,20,0,-20
7831,1,0,62,0,-62
7832,0,0,6,0,-6
7833,0,0,68,0,-68
7834,0,0,26,0,-26
7835,1,0,107,0,-107
7836,0,0,39,0,-39
7837,1,1,326,1324,998
7838,0,0,35,0,-35
7839,1,0,30,0,-30
7840,1,1,132,1263,1131
7841,0,0,72,0,-72
7842,0,0,27,0,-27
7843,1,1,68,1876,1808
7844,0,0,5,0,-5
7845,0,0,1,0,-1
7846,1,0,41,0,-41
7847,0,0,210,0,-210
7848,1,1,774,1317,543
7849,0,0,41,0,-41
7850,1,1,210,1830,1620
7851,1,1,291,1243,952
7852,0,0,33,0,-33
7853,1,1,373,1384,1011
7854,1,1,57,1514,1457
7855,1,1,278,1894,1616
7856,0,0,1,0,-1
7857,0,0,61,0,-61
7858,1,0,4,0,-4
7859,1,1,1419,1769,350
7860,1,0,11,0,-11
7861,0,0,49,0,-49
7862,0,0,125,0,-125
7863,1,0,79,0,-79
7864,1,0,33,0,-33
7865,1,0,69,0,-69
7866,1,0,22,0,-22
7867,1,1,1272,1412,140
7868,0,0,16,0,-16
7869,1,0,24,0,-24
7870,1,0,93,0,-93
7871,1,1,393,1356,963
7872,1,1,912,1295,383
7873,1,1,87,2248,2161
7874,0,0,35,0,-35
7875,1,1,956,1263,307
7876,1,0,31,0,-31
7877,1,1,272,1635,1363
7878,0,0,80,0,-80
7879,0,0,40,0,-40
7880,0,0,80,0,-80
7881,1,0,46,0,-46
7882,0,0,26,0,-26
7883,1,1,409,1394,985
7884,0,0,41,0,-41
7885,1,1,1633,1413,-220
7886,1,0,15,0,-15
7887,1,1,354,1462,1108
7888,1,1,870,2160,1290
7889,0,0,13,0,-13
7890,0,0,127,0,-127
7891,0,0,43,0,-43
7892,1,0,48,0,-48
7893,1,0,20,0,-20
7894,1,0,3,0,-3
7895,1,1,418,1275,857
7896,1,1,662,1324,662
7897,0,0,37,0,-37
7898,1,0,48,0,-48
7899,1,0,2,0,-2
7900,0,0,25,0,-25
7901,0,0,20,0,-20
7902,1,0,18,0,-18
7903,0,0,7,0,-7
7904,0,0,103,0,-103
7905,1,0,128,0,-128
7906,1,0,0,0,0
7907,1,1,952,1678,726
7908,1,0,32,0,-32
7909,1,1,1030,1438,408
7910,1,1,2239,1302,-937
7911,1,1,192,1699,1507
7912,0,0,11,0,-11
7913,1,0,12,0,-12
7914,0,0,17,0,-17
7915,0,0,96,0,-96
7916,1,0,216,0,-216
7917,1,0,4,0,-4
7918,0,0,28,0,-28
7919,1,1,106,1232,1126
7920,0,0,137,0,-137
7921,0,0,122,0,-122
7922,1,1,130,1259,1129
7923,0,0,14,0,-14
7924,1,0,37,0,-37
7925,1,0,65,0,-65
7926,1,0,2,0,-2
7927,1,1,106,1351,1245
7928,0,0,6,0,-6
7929,1,1,231,1306,1075
7930,1,1,978,2060,1082
7931,1,0,50,0,-50
7932,1,1,101,1510,1409
7933,1,0,6,0,-6
7934,1,1,493,1298,805
7935,1,1,554,1298,744
7936,1,1,2130,1232,-898
7937,1,1,286,1808,1522
7938,1,0,0,0,0
7939,1,0,21,0,-21
7940,1,0,11,0,-11
7941,0,0,43,0,-43
7942,0,0,3,0,-3
7943,1,0,6,0,-6
7944,0,0,17,0,-17
7945,1,1,812,2488,1676
7946,0,0,59,0,-59
7947,1,0,30,0,-30
7948,0,0,13,0,-13
7949,1,1,435,1203,768
7950,1,0,56,0,-56
7951,1,0,27,0,-27
7952,0,0,1,0,-1
7953,0,0,88,0,-88
7954,0,0,55,0,-55
7955,1,1,838,1411,573
7956,0,0,90,0,-90
7957,0,0,37,0,-37
7958,1,1,786,2457,1671
7959,1,1,413,1400,987
7960,1,1,31,1679,1648
7961,0,0,2,0,-2
7962,1,0,59,0,-59
7963,1,0,61,0,-61
7964,1,1,1249,1398,149
7965,1,0,40,0,-40
7966,1,1,99,1460,1361
7967,1,0,49,0,-49
7968,0,0,31,0,-31
7969,1,0,30,0,-30
7970,1,0,13,0,-13
7971,1,0,7,0,-7
7972,1,1,436,1218,782
7973,0,0,55,0,-55
7974,1,1,1173,1526,353
7975,1,1,1147,1337,190
7976,1,0,1,0,-1
7977,0,0,88,0,-88
7978,0,0,0,0,0
7979,1,0,14,0,-14
7980,1,1,1045,2058,1013
7981,1,0,32,0,-32
7982,1,0,2,0,-2
7983,1,1,617,1263,646
7984,1,1,1353,1260,-93
7985,0,0,80,0,-80
7986,0,0,22,0,-22
7987,1,1,254,1286,1032
7988,1,1,259,1629,1370
7989,1,1,258,2409,2151
7990,1,1,625,2313,1688
7991,0,0,60,0,-60
7992,1,0,42,0,-42
7993,0,0,56,0,-56
7994,1,0,75,0,-75
7995,0,0,29,0,-29
7996,1,1,177,1674,1497
7997,1,1,760,2020,1260
7998,1,0,65,0,-65
7999,1,0,42,0,-42
8000,1,0,18,0,-18
8001,0,0,88,0,-88
8002,0,0,155,0,-155
8003,1,1,1367,1243,-124
8004,0,0,5,0,-5
8005,0,0,75,0,-75
8006,0,0,27,0,-27
8007,0,0,3,0,-3
8008,0,0,6,0,-6
8009,1,0,120,0,-120
8010,1,0,16,0,-16
8011,0,0,213,0,-213
8012,0,0,3,0,-3
8013,1,1,205,1205,1000
8014,1,1,431,1328,897
8015,1,1,418,1492,1074
8016,1,0,54,0,-54
8017,0,0,39,0,-39
8018,1,0,19,0,-19
8019,0,0,45,0,-45
8020,0,0,36,0,-36
8021,1,0,77,0,-77
8022,1,1,433,1276,843
8023,1,1,802,2048,1246
8024,1,1,991,1351,360
8025,0,0,34,0,-34
8026,0,0,49,0,-49
8027,1,1,169,1314,1145
8028,1,0,12,0,-12
8029,0,0,15,0,-15
8030,0,0,16,0,-16
8031,1,1,452,1220,768
8032,1,1,678,1433,755
8033,1,1,246,1459,1213
8034,0,0,24,0,-24
8035,1,1,93,1689,1596
8036,0,0,5,0,-5
8037,0,0,0,0,0
8038,1,1,778,1638,860
8039,0,0,9,0,-9
8040,0,0,0,0,0
8041,0,0,73,0,-73
8042,0,0,17,0,-17
8043,1,1,20,1416,1396
8044,1,1,354,1387,1033
8045,1,0,5,0,-5
8046,0,0,23,0,-23
8047,0,0,56,0,-56
8048,1,0,22,0,-22
8049,0,0,96,0,-96
8050,1,0,96,0,-96
8051,0,0,63,0,-63
8052,1,0,210,0,-210
8053,0,0,8,0,-8
8054,1,0,46,0,-46
8055,0,0,40,0,-40
8056,1,0,73,0,-73
8057,0,0,58,0,-58
8058,0,0,7,0,-7
8059,0,0,119,0,-119
8060,1,1,225,1458,1233
8061,0,0,1,0,-1
8062,1,1,170,1395,1225
8063,0,0,10,0,-10
8064,1,1,873,1355,482
8065,0,0,10,0,-10
8066,0,0,62,0,-62
8067,1,0,60,0,-60
8068,0,0,29,0,-29
8069,1,0,86,0,-86
8070,0,0,87,0,-87
8071,1,0,137,0,-137
8072,0,0,86,0,-86
8073,0,0,31,0,-31
8074,1,0,115,0,-115
8075,1,1,287,2577,2290
8076,1,1,525,1467,942
8077,1,1,223,1221,998
8078,0,0,41,0,-41
8079,1,0,4,0,-4
8080,0,0,88,0,-88
8081,1,1,244,1473,1229
8082,1,1,374,1271,897
8083,1,1,162,1421,1259
8084,1,1,1570,1381,-189
8085,0,0,129,0,-129
8086,0,0,161,0,-161
8087,1,1,1231,1896,665
8088,1,1,893,1310,417
8089,0,0,29,0,-29
8090,1,1,104,1234,1130
8091,0,0,115,0,-115
8092,1,1,301,2086,1785
8093,0,0,23,0,-23
8094,1,0,4,0,-4
8095,1,0,36,0,-36
8096,1,1,404,2043,1639
8097,0,0,98,0,-98
8098,1,0,15,0,-15
8099,1,1,51,1325,1274
8100,1,1,489,1750,1261
8101,0,0,22,0,-22
8102,1,1,273,1307,1034
8103,1,1,522,1235,713
8104,1,0,132,0,-132
8105,0,0,52,0,-52
8106,0,0,5,0,-5
8107,1,0,43,0,-43
8108,0,0,37,0,-37
8109,0,0,32,0,-32
8110,1,0,61,0,-61
8111,1,1,170,1616,1446
8112,1,1,425,1222,797
8113,1,0,16,0,-16
8114,1,0,164,0,-164
8115,1,1,297,1498,1201
8116,0,0,63,0,-63
8117,1,0,49,0,-49
8118,1,1,697,1391,694
8119,0,0,18,0,-18
8120,1,1,252,2057,1805
8121,1,0,31,0,-31
8122,1,0,16,0,-16
8123,1,0,27,0,-27
8124,0,0,261,0,-261
8125,1,1,398,1661,1263
8126,0,0,1,0,-1
8127,1,1,80,1995,1915
8128,1,1,1947,1690,-257
8129,0,0,7,0,-7
8130,0,0,10,0,-10
8131,1,1,644,1391,747
8132,1,1,1060,1555,495
8133,0,0,88,0,-88
8134,1,0,43,0,-43
8135,1,0,8,0,-8
8136,1,1,137,1780,1643
8137,0,0,2,0,-2
8138,1,1,1176,1530,354
8139,1,1,65,1430,1365
8140,1,1,106,1260,1154
8141,1,1,573,1359,786
8142,1,0,13,0,-13
8143,0,0,38,0,-38
8144,1,1,1095,1348,253
8145,0,0,29,0,-29
8146,1,1,667,1665,998
8147,0,0,5,0,-5
8148,1,1,117,1378,1261
8149,0,0,0,0,0
8150,1,0,48,0,-48
8151,1,0,4,0,-4
8152,0,0,3,0,-3
8153,0,0,32,0,-32
8154,1,1,638,1200,562
8155,1,1,369,1335,966
8156,1,0,53,0,-53
8157,0,0,43,0,-43
8158,1,0,24,0,-24
8159,0,0,105,0,-105
8160,1,1,271,1244,973
8161,1,0,0,0,0
8162,0,0,81,0,-81
8163,0,0,6,0,-6
8164,0,0,40,0,-40
8165,1,1,1256,1353,97
8166,0,0,183,0,-183
8167,0,0,1,0,-1
8168,1,0,10,0,-10
8169,1,0,31,0,-31
8170,1,1,531,1920,1389
8171,0,0,13,0,-13
8172,1,0,62,0,-62
8173,0,0,20,0,-20
8174,0,0,5,0,-5
8175,0,0,16,0,-16
8176,1,0,195,0,-195
8177,1,1,551,1413,862
8178,1,0,1,0,-1
8179,0,0,48,0,-48
8180,0,0,5,0,-5
8181,1,1,166,1434,1268
8182,0,0,27,0,-27
8183,0,0,38,0,-38
8184,1,0,26,0,-26
8185,1,1,174,1269,1095
8186,1,0,16,0,-16
8187,1,0,90,0,-90
8188,1,0,110,0,-110
8189,0,0,10,0,-10
8190,1,0,11,0,-11
8191,1,0,13,0,-13
8192,0,0,25,0,-25
8193,1,0,29,0,-29
8194,1,0,12,0,-12
8195,1,0,13,0,-13
8196,1,0,45,0,-45
8197,1,1,961,1252,291
8198,0,0,192,0,-192
8199,1,1,78,1512,1434
8200,1,0,16,0,-16
8201,0,0,27,0,-27
8202,1,1,1076,1525,449
8203,0,0,16,0,-16
8204,1,0,59,0,-59
8205,1,1,132,1507,1375
8206,1,1,310,1283,973
8207,0,0,26,0,-26
8208,0,0,1,0,-1
8209,1,1,116,1965,1849
8210,1,0,38,0,-38
8211,0,0,73,0,-73
8212,1,1,273,1913,1640
8213,0,0,5,0,-5
8214,1,0,88,0,-88
8215,0,0,81,0,-81
8216,0,0,26,0,-26
8217,0,0,97,0,-97
8218,1,1,455,1538,1083
8219,0,0,156,0,-156
8220,0,0,87,0,-87
8221,1,1,741,1326,585
8222,1,1,410,1461,1051
8223,1,1,1617,2617,1000
8224,1,1,1366,1500,134
8225,1,1,379,1207,828
8226,1,0,112,0,-112
8227,1,0,46,0,-46
8228,0,0,37,0,-37
