ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
7903,0,0,46,0,-46
7904,0,0,16,0,-16
7905,1,0,46,0,-46
7906,0,0,3,0,-3
7907,0,0,222,0,-222
7908,0,0,39,0,-39
7909,0,0,13,0,-13
7910,0,0,49,0,-49
7911,0,0,13,0,-13
7912,0,0,35,0,-35
7913,1,0,102,0,-102
7914,0,0,40,0,-40
7915,0,0,33,0,-33
7916,1,0,51,0,-51
7917,1,1,765,1328,563
7918,0,0,18,0,-18
7919,0,0,2,0,-2
7920,1,0,17,0,-17
7921,1,1,576,1318,742
7922,1,0,57,0,-57
7923,1,1,802,1253,451
7924,0,0,232,0,-232
7925,1,1,169,1441,1272
7926,0,0,7,0,-7
7927,1,1,647,3737,3090
7928,0,0,65,0,-65
7929,1,0,117,0,-117
7930,1,1,123,1462,1339
7931,1,1,354,1204,850
7932,1,1,108,3463,3355
7933,1,1,1157,1523,366
7934,0,0,2,0,-2
7935,0,0,12,0,-12
7936,1,1,188,2583,2395
7937,0,0,10,0,-10
7938,0,0,65,0,-65
7939,0,0,0,0,0
7940,0,0,162,0,-162
7941,1,0,27,0,-27
7942,1,1,347,1264,917
7943,0,0,45,0,-45
7944,1,0,9,0,-9
7945,1,0,0,0,0
7946,1,1,54,1279,1225
7947,0,0,26,0,-26
7948,1,1,71,1225,1154
7949,0,0,50,0,-50
7950,1,1,1124,1209,85
7951,0,0,1,0,-1
7952,0,0,87,0,-87
7953,1,0,33,0,-33
7954,1,1,307,1281,974
7955,0,0,1,0,-1
7956,0,0,53,0,-53
7957,1,1,637,1603,966
7958,1,0,60,0,-60
7959,1,0,7,0,-7
7960,0,0,48,0,-48
7961,1,0,9,0,-9
7962,1,0,8,0,-8
7963,0,0,26,0,-26
7964,1,0,83,0,-83
7965,1,1,468,1794,1326
7966,0,0,58,0,-58
7967,0,0,46,0,-46
7968,0,0,314,0,-314
7969,1,0,78,0,-78
7970,0,0,78,0,-78
7971,1,1,598,1220,622
7972,0,0,11,0,-11
7973,1,1,444,1258,814
7974,0,0,48,0,-48
7975,0,0,43,0,-43
7976,0,0,181,0,-181
7977,0,0,34,0,-34
7978,1,1,501,1405,904
7979,1,0,47,0,-47
7980,0,0,0,0,0
7981,1,0,46,0,-46
7982,1,0,40,0,-40
7983,0,0,3,0,-3
7984,0,0,167,0,-167
7985,0,0,1,0,-1
7986,1,0,118,0,-118
7987,0,0,22,0,-22
7988,1,1,148,1740,1592
7989,1,1,534,2076,1542
7990,1,0,16,0,-16
7991,1,1,297,1377,1080
7992,1,0,65,0,-65
7993,0,0,29,0,-29
7994,1,1,580,1293,713
7995,1,0,185,0,-185
7996,1,1,1283,1462,179
7997,1,0,83,0,-83
7998,0,0,13,0,-13
7999,1,1,26,1272,1246
8000,1,0,32,0,-32
8001,0,0,38,0,-38
8002,1,0,100,0,-100
8003,1,1,531,1283,752
8004,0,0,4,0,-4
8005,0,0,37,0,-37
8006,0,0,12,0,-12
8007,1,0,21,0,-21
8008,0,0,10,0,-10
8009,1,0,134,0,-134
8010,1,1,514,1247,733
8011,1,1,701,2133,1432
8012,0,0,15,0,-15
8013,0,0,26,0,-26
8014,0,0,1,0,-1
8015,0,0,14,0,-14
8016,1,1,876,1360,484
8017,0,0,20,0,-20
8018,0,0,45,0,-45
8019,1,1,225,1779,1554
8020,1,1,883,2925,2042
8021,1,1,351,1346,995
8022,1,0,59,0,-59
8023,1,1,333,1576,1243
8024,1,0,9,0,-9
8025,0,0,79,0,-79
8026,1,1,342,1981,1639
8027,0,0,72,0,-72
8028,1,1,503,1307,804
8029,1,1,119,1423,1304
8030,1,0,40,0,-40
8031,1,1,1103,1399,296
8032,1,1,475,1420,945
8033,1,0,122,0,-122
8034,1,0,1,0,-1
8035,1,1,1069,1307,238
8036,0,0,51,0,-51
8037,0,0,3,0,-3
8038,1,1,2664,1259,-1405
8039,0,0,66,0,-66
8040,0,0,17,0,-17
8041,1,1,2637,1345,-1292
8042,1,0,12,0,-12
8043,0,0,21,0,-21
8044,0,0,5,0,-5
8045,0,0,59,0,-59
8046,1,1,578,1698,1120
8047,0,0,33,0,-33
8048,1,0,22,0,-22
8049,0,0,2,0,-2
8050,1,1,681,2430,1749
8051,0,0,47,0,-47
8052,0,0,58,0,-58
8053,1,1,494,1529,1035
8054,0,0,0,0,0
8055,0,0,75,0,-75
8056,0,0,156,0,-156
8057,1,1,59,1871,1812
8058,0,0,28,0,-28
8059,0,0,62,0,-62
8060,1,1,741,1244,503
8061,1,0,57,0,-57
8062,1,1,623,1652,1029
8063,1,0,6,0,-6
8064,1,0,41,0,-41
8065,1,1,838,1739,901
8066,1,1,2349,3375,1026
8067,0,0,13,0,-13
8068,1,1,114,1633,1519
8069,1,0,24,0,-24
8070,1,1,460,1470,1010
8071,1,0,119,0,-119
8072,0,0,79,0,-79
8073,1,0,104,0,-104
8074,1,0,4,0,-4
8075,1,0,11,0,-11
8076,1,0,4,0,-4
8077,0,0,14,0,-14
8078,0,0,77,0,-77
8079,0,0,27,0,-27
8080,1,1,52,1244,1192
8081,1,0,91,0,-91
8082,0,0,22,0,-22
8083,1,1,192,1898,1706
8084,0,0,11,0,-11
8085,1,0,72,0,-72
8086,0,0,30,0,-30
8087,1,0,56,0,-56
8088,1,1,230,1746,1516
8089,1,1,47,1760,1713
8090,1,0,28,0,-28
8091,1,1,124,2021,1897
8092,1,0,12,0,-12
8093,1,0,38,0,-38
8094,0,0,100,0,-100
8095,1,1,321,1243,922
8096,1,0,156,0,-156
8097,1,0,52,0,-52
8098,0,0,185,0,-185
8099,1,0,36,0,-36
8100,1,1,76,1327,1251
8101,1,0,76,0,-76
8102,0,0,23,0,-23
8103,1,0,9,0,-9
8104,0,0,82,0,-82
8105,0,0,64,0,-64
8106,0,0,66,0,-66
8107,1,1,431,1249,818
8108,1,0,75,0,-75
8109,0,0,2,0,-2
8110,1,1,125,1456,1331
8111,1,1,913,1244,331
8112,1,1,520,1244,724
8113,0,0,4,0,-4
8114,1,0,107,0,-107
8115,1,1,238,1291,1053
8116,0,0,34,0,-34
8117,0,0,1,0,-1
8118,1,0,13,0,-13
8119,1,1,158,1216,1058
8120,1,1,160,1743,1583
8121,1,1,216,1434,1218
8122,0,0,74,0,-74
8123,1,1,409,1458,1049
8124,0,0,7,0,-7
8125,1,1,589,1267,678
8126,0,0,44,0,-44
8127,0,0,8,0,-8
8128,1,0,8,0,-8
8129,1,1,370,1523,1153
8130,1,0,52,0,-52
8131,0,0,35,0,-35
8132,1,0,53,0,-53
8133,0,0,98,0,-98
8134,1,0,144,0,-144
8135,1,1,248,1293,1045
8136,1,1,107,1379,1272
8137,1,1,526,1684,1158
8138,0,0,113,0,-113
8139,0,0,39,0,-39
8140,0,0,14,0,-14
8141,1,1,686,1457,771
8142,1,1,944,1457,513
8143,1,1,752,1528,776
8144,0,0,157,0,-157
8145,0,0,18,0,-18
8146,0,0,46,0,-46
8147,1,0,96,0,-96
8148,0,0,137,0,-137
8149,0,0,14,0,-14
8150,0,0,31,0,-31
8151,0,0,108,0,-108
8152,1,0,45,0,-45
8153,0,0,29,0,-29
8154,0,0,11,0,-11
8155,0,0,89,0,-89
8156,1,1,74,1311,1237
8157,1,0,0,0,0
8158,0,0,78,0,-78
8159,0,0,27,0,-27
8160,0,0,20,0,-20
8161,0,0,44,0,-44
8162,0,0,15,0,-15
8163,0,0,15,0,-15
8164,1,1,157,1656,1499
8165,0,0,188,0,-188
8166,1,0,50,0,-50
8167,0,0,35,0,-35
8168,1,1,35,1478,1443
8169,1,1,307,1946,1639
8170,1,0,64,0,-64
8171,1,1,396,2379,1983
8172,0,0,7,0,-7
8173,1,1,410,1557,1147
8174,0,0,8,0,-8
8175,1,1,71,1775,1704
8176,0,0,64,0,-64
8177,1,0,169,0,-169
8178,1,0,42,0,-42
8179,0,0,24,0,-24
8180,1,0,3,0,-3
8181,0,0,22,0,-22
8182,0,0,61,0,-61
8183,0,0,65,0,-65
8184,1,0,49,0,-49
8185,0,0,8,0,-8
8186,1,1,265,1647,1382
8187,0,0,22,0,-22
8188,1,0,110,0,-110
8189,0,0,44,0,-44
8190,1,1,212,1200,988
8191,1,0,70,0,-70
8192,1,1,545,1256,711
8193,1,1,118,1918,1800
8194,1,0,55,0,-55
8195,0,0,76,0,-76
8196,0,0,124,0,-124
8197,1,1,17,1428,1411
8198,0,0,22,0,-22
8199,0,0,82,0,-82
8200,0,0,12,0,-12
8201,1,0,113,0,-113
8202,1,1,1001,1233,232
8203,0,0,198,0,-198
8204,0,0,14,0,-14
8205,1,0,19,0,-19
8206,0,0,217,0,-217
8207,1,1,79,1615,1536
8208,1,1,1082,1300,218
8209,1,1,214,1507,1293
8210,1,0,59,0,-59
8211,1,0,50,0,-50
8212,1,1,675,2048,1373
8213,1,0,68,0,-68
8214,1,1,179,1229,1050
8215,1,1,564,1270,706
8216,0,0,76,0,-76
8217,0,0,50,0,-50
8218,1,0,70,0,-70
8219,1,1,579,1536,957
8220,0,0,37,0,-37
8221,0,0,35,0,-35
8222,1,1,346,1471,1125
8223,1,0,16,0,-16
8224,1,1,759,1704,945
8225,0,0,53,0,-53
8226,1,0,15,0,-15
8227,1,0,0,0,0
8228,1,1,412,1568,1156
8229,0,0,101,0,-101
8230,0,0,42,0,-42
8231,0,0,3,0,-3
8232,0,0,35,0,-35
8233,1,0,107,0,-107
8234,0,0,54,0,-54
8235,1,1,680,1380,700
8236,0,0,47,0,-47
8237,1,1,255,1454,1199
8238,1,1,478,1456,978
8239,1,1,621,1993,1372
8240,0,0,4,0,-4
8241,0,0,95,0,-95
8242,1,1,488,1883,1395
8243,1,0,10,0,-10
8244,1,1,451,1241,790
8245,0,0,76,0,-76
8246,0,0,55,0,-55
8247,1,0,48,0,-48
8248,1,0,116,0,-116
8249,0,0,60,0,-60
8250,1,1,713,1398,685
8251,1,0,86,0,-86
8252,1,0,34,0,-34
8253,0,0,16,0,-16
8254,0,0,1,0,-1
8255,1,1,495,1791,1296
8256,1,0,27,0,-27
8257,1,1,446,1528,1082
8258,0,0,6,0,-6
8259,1,1,1510,1247,-263
8260,0,0,99,0,-99
8261,0,0,120,0,-120
8262,0,0,14,0,-14
8263,0,0,25,0,-25
8264,1,1,240,1311,1071
8265,0,0,7,0,-7
8266,0,0,89,0,-89
8267,1,0,56,0,-56
8268,1,0,35,0,-35
8269,0,0,89,0,-89
8270,1,0,4,0,-4
8271,1,1,577,1251,674
8272,0,0,6,0,-6
8273,1,0,31,0,-31
8274,1,1,492,1251,759
8275,1,0,8,0,-8
8276,0,0,104,0,-104
8277,1,1,184,1364,1180
8278,0,0,28,0,-28
8279,1,1,373,1842,1469
8280,1,1,368,1249,881
8281,1,0,15,0,-15
8282,0,0,25,0,-25
8283,0,0,26,0,-26
8284,0,0,18,0,-18
8285,1,1,647,1434,787
8286,1,1,251,1337,1086
8287,1,1,120,1501,1381
8288,1,0,7,0,-7
8289,1,1,1024,1261,237
8290,1,1,65,2259,2194
8291,1,1,462,1230,768
8292,1,0,25,0,-25
8293,1,1,280,2694,2414
8294,1,1,771,1287,516
8295,0,0,126,0,-126
8296,0,0,10,0,-10
8297,1,0,14,0,-14
8298,0,0,59,0,-59
8299,0,0,29,0,-29
8300,1,1,242,2033,1791
8301,0,0,22,0,-22
8302,1,0,0,0,0
8303,1,1,504,1354,850
8304,0,0,64,0,-64
8305,0,0,16,0,-16
8306,1,0,23,0,-23
8307,0,0,54,0,-54
8308,1,1,383,1241,858
8309,1,0,33,0,-33
8310,0,0,39,0,-39
8311,1,0,115,0,-115
8312,1,0,31,0,-31
8313,1,1,1046,1283,237
8314,1,0,45,0,-45
8315,1,1,694,1287,593
8316,1,1,107,1535,1428
8317,1,1,1463,2526,1063
8318,1,0,1,0,-1
8319,1,0,61,0,-61
8320,1,0,8,0,-8
8321,0,0,168,0,-168
8322,1,0,26,0,-26
8323,1,0,12,0,-12
8324,0,0,55,0,-55
8325,1,1,411,1331,920
8326,1,1,153,1631,1478
8327,1,0,1,0,-1
8328,1,1,562,2330,1768
8329,1,0,2,0,-2
8330,1,0,34,0,-34
8331,0,0,95,0,-95
8332,0,0,35,0,-35
8333,1,1,880,1294,414
8334,1,1,94,1400,1306
8335,1,0,3,0,-3
8336,1,0,11,0,-11
8337,0,0,49,0,-49
8338,1,1,713,1409,696
8339,1,0,9,0,-9
8340,1,0,66,0,-66
8341,1,0,106,0,-106
8342,1,1,1158,1492,334
8343,1,0,2,0,-2
8344,0,0,23,0,-23
8345,1,1,361,1517,1156
8346,1,0,76,0,-76
8347,1,0,108,0,-108
8348,1,1,123,1505,1382
8349,0,0,87,0,-87
8350,0,0,65,0,-65
8351,0,0,39,0,-39
8352,1,0,33,0,-33
8353,1,0,174,0,-174
8354,1,0,12,0,-12
8355,1,0,15,0,-15
8356,1,0,195,0,-195
8357,0,0,7,0,-7
8358,0,0,18,0,-18
8359,1,1,414,1484,1070
8360,0,0,92,0,-92
8361,0,0,28,0,-28
8362,1,0,59,0,-59
8363,0,0,3,0,-3
8364,0,0,13,0,-13
8365,1,1,1150,2387,1237
8366,0,0,260,0,-260
8367,1,1,555,1394,839
8368,1,0,109,0,-109
8369,0,0,4,0,-4
8370,1,1,1193,1289,96
8371,1,0,55,0,-55
8372,0,0,164,0,-164
8373,1,1,396,1560,1164
8374,1,0,18,0,-18
8375,1,0,69,0,-69
8376,1,1,183,1796,1613
8377,1,0,68,0,-68
8378,1,0,69,0,-69
8379,0,0,65,0,-65
8380,1,0,18,0,-18
8381,0,0,138,0,-138
8382,1,1,107,1236,1129
8383,0,0,16,0,-16
8384,0,0,27,0,-27
8385,0,0,56,0,-56
8386,1,1,951,1270,319
8387,0,0,73,0,-73
8388,0,0,48,0,-48
8389,1,0,101,0,-101
8390,1,1,764,1229,465
8391,1,0,4,0,-4
8392,1,1,320,1232,912
8393,0,0,96,0,-96
8394,0,0,20,0,-20
8395,1,1,785,1225,440
8396,1,1,831,1337,506
8397,0,0,54,0,-54
8398,1,0,210,0,-210
8399,0,0,118,0,-118
8400,1,0,11,0,-11
8401,1,0,57,0,-57
8402,0,0,52,0,-52
8403,1,1,609,1829,1220
8404,0,0,93,0,-93
8405,0,0,147,0,-147
8406,0,0,135,0,-135
8407,0,0,42,0,-42
8408,0,0,12,0,-12
8409,0,0,22,0,-22
8410,1,1,488,1294,806
8411,1,0,61,0,-61
8412,1,1,679,1221,542
8413,1,1,134,2837,2703
8414,0,0,26,0,-26
8415,0,0,44,0,-44
8416,0,0,113,0,-113
8417,0,0,0,0,0
8418,1,1,261,1856,1595
8419,1,1,244,1629,1385
8420,0,0,0,0,0
8421,0,0,8,0,-8
8422,1,1,820,1336,516
8423,1,0,32,0,-32
8424,1,1,138,1327,1189
8425,0,0,15,0,-15
8426,1,0,9,0,-9
8427,0,0,149,0,-149
8428,1,0,37,0,-37
8429,0,0,23,0,-23
8430,0,0,50,0,-50
8431,0,0,37,0,-37
8432,0,0,12,0,-12
8433,1,1,1773,1217,-556
8434,1,1,354,1828,1474
8435,1,0,10,0,-10
8436,1,1,635,1467,832
8437,0,0,9,0,-9
8438,0,0,64,0,-64
8439,1,0,34,0,-34
8440,1,0,214,0,-214
8441,1,1,265,1318,1053
8442,1,0,120,0,-120
8443,1,1,217,1344,1127
8444,0,0,0,0,0
8445,1,1,280,1280,1000
8446,0,0,12,0,-12
8447,1,0,77,0,-77
8448,1,0,4,0,-4
8449,1,0,26,0,-26
8450,1,0,2,0,-2
8451,0,0,46,0,-46
8452,0,0,191,0,-191
8453,1,1,541,1778,1237
8454,1,1,191,1297,1106
8455,1,1,96,2224,2128
8456,0,0,61,0,-61
8457,1,0,211,0,-211
8458,0,0,6,0,-6
8459,0,0,12,0,-12
8460,1,1,228,1358,1130
8461,1,1,928,1871,943
8462,0,0,82,0,-82
8463,1,0,66,0,-66
8464,1,1,450,1328,878
8465,1,0,34,0,-34
8466,1,1,321,1330,1009
8467,1,0,11,0,-11
8468,1,1,714,4226,3512
8469,1,0,72,0,-72
8470,1,0,9,0,-9
8471,1,1,382,1245,863
8472,0,0,16,0,-16
8473,0,0,63,0,-63
8474,0,0,0,0,0
8475,1,1,20,2141,2121
8476,1,1,303,1405,1102
8477,0,0,5,0,-5
8478,1,0,66,0,-66
8479,0,0,20,0,-20
8480,0,0,114,0,-114
8481,1,1,278,1649,1371
8482,1,0,27,0,-27
8483,1,0,29,0,-29
8484,0,0,135,0,-135
8485,1,0,0,0,0
8486,0,0,95,0,-95
8487,1,0,33,0,-33
8488,1,0,27,0,-27
8489,1,0,83,0,-83
8490,0,0,44,0,-44
8491,1,0,52,0,-52
8492,0,0,2,0,-2
8493,0,0,2,0,-2
8494,1,1,777,2719,1942
8495,0,0,16,0,-16
8496,1,0,18,0,-18
8497,0,0,9,0,-9
8498,0,0,59,0,-59
8499,0,0,39,0,-39
8500,1,0,27,0,-27
8501,1,0,140,0,-140
8502,0,0,26,0,-26
8503,1,1,349,1338,989
8504,1,0,4,0,-4
8505,1,0,164,0,-164
8506,1,0,20,0,-20
8507,1,0,84,0,-84
8508,0,0,6,0,-6
8509,1,0,25,0,-25
8510,1,1,501,1825,1324
8511,0,0,77,0,-77
8512,1,0,20,0,-20
8513,1,0,42,0,-42
8514,0,0,62,0,-62
8515,0,0,42,0,-42
8516,0,0,119,0,-119
8517,1,0,9,0,-9
8518,1,0,26,0,-26
8519,0,0,70,0,-70
8520,1,1,145,1350,1205
8521,0,0,23,0,-23
8522,1,0,35,0,-35
8523,1,1,65,1250,1185
8524,0,0,5,0,-5
8525,1,1,783,1261,478
8526,0,0,45,0,-45
8527,0,0,8,0,-8
8528,1,1,234,1364,1130
8529,0,0,11,0,-11
8530,0,0,104,0,-104
8531,0,0,14,0,-14
8532,0,0,24,0,-24
8533,0,0,127,0,-127
8534,1,1,875,1791,916
8535,1,1,1096,1287,191
8536,0,0,20,0,-20
8537,0,0,95,0,-95
8538,1,1,988,1346,358
8539,0,0,57,0,-57
8540,1,1,179,1383,1204
8541,1,0,1,0,-1
8542,0,0,5,0,-5
8543,1,1,3288,1362,-1926
8544,1,1,575,1636,1061
8545,0,0,34,0,-34
8546,0,0,0,0,0
8547,0,0,48,0,-48
8548,1,1,946,1624,678
8549,1,1,473,1335,862
8550,1,0,27,0,-27
8551,1,0,11,0,-11
8552,1,1,1129,2887,1758
8553,1,1,97,1752,1655
8554,0,0,87,0,-87
8555,1,0,25,0,-25
8556,0,0,37,0,-37
8557,1,1,401,1411,1010
8558,1,0,2,0,-2
8559,0,0,40,0,-40
8560,1,0,12,0,-12
8561,0,0,30,0,-30
8562,1,0,47,0,-47
8563,0,0,20,0,-20
8564,1,1,631,2270,1639
8565,1,1,315,2074,1759
8566,1,0,109,0,-109
8567,0,0,114,0,-114
8568,0,0,131,0,-131
8569,0,0,4,0,-4
8570,1,1,922,1557,635
8571,1,1,896,1420,524
8572,1,0,7,0,-7
8573,0,0,15,0,-15
8574,0,0,5,0,-5
8575,1,1,297,1248,951
8576,1,0,214,0,-214
8577,1,1,120,2077,1957
8578,1,0,46,0,-46
8579,1,1,326,1202,876
8580,1,0,13,0,-13
8581,0,0,9,0,-9
8582,1,1,702,2526,1824
8583,0,0,42,0,-42
8584,0,0,7,0,-7
8585,1,1,831,2485,1654
8586,1,0,16,0,-16
8587,1,0,45,0,-45
8588,1,1,781,1742,961
8589,0,0,16,0,-16
8590,1,1,257,1458,1201
8591,0,0,65,0,-65
8592,1,1,98,1229,1131
8593,1,1,109,1712,1603
8594,0,0,9,0,-9
8595,0,0,95,0,-95
8596,0,0,119,0,-119
8597,1,0,118,0,-118
8598,0,0,45,0,-45
8599,1,1,114,1352,1238
8600,1,1,1025,1282,257
8601,0,0,7,0,-7
8602,1,0,18,0,-18
8603,1,0,9,0,-9
8604,1,1,900,1202,302
8605,1,1,1149,1264,115
8606,0,0,7,0,-7
8607,1,1,133,1761,1628
8608,1,1,159,2106,1947
8609,1,0,103,0,-103
8610,1,1,812,1572,760
8611,0,0,18,0,-18
8612,1,1,783,1710,927
8613,1,0,29,0,-29
8614,0,0,8,0,-8
8615,0,0,20,0,-20
8616,1,1,483,1993,1510
8617,1,0,2,0,-2
8618,1,0,18,0,-18
8619,1,1,127,1212,1085
8620,1,0,12,0,-12
8621,1,0,15,0,-15
8622,0,0,117,0,-117
8623,0,0,60,0,-60
8624,0,0,57,0,-57
8625,0,0,240,0,-240
8626,1,0,30,0,-30
8627,1,0,23,0,-23
8628,1,0,18,0,-18
8629,0,0,150,0,-150
8630,1,1,408,1364,956
8631,1,0,63,0,-63
8632,1,1,782,1402,620
8633,1,1,601,1245,644
8634,1,1,107,1221,1114
8635,1,0,41,0,-41
8636,1,0,88,0,-88
8637,0,0,37,0,-37
8638,1,0,42,0,-42
8639,0,0,33,0,-33
8640,0,0,34,0,-34
8641,1,1,411,3150,2739
8642,1,0,8,0,-8
8643,1,1,727,1654,927
8644,1,1,892,1608,716
8645,0,0,56,0,-56
8646,0,0,35,0,-35
8647,0,0,100,0,-100
8648,1,1,1422,1531,109
8649,0,0,45,0,-45
8650,1,0,54,0,-54
8651,0,0,31,0,-31
8652,1,0,7,0,-7
8653,1,1,1495,1200,-295
8654,1,1,153,1200,1047
8655,0,0,25,0,-25
8656,1,0,82,0,-82
8657,1,0,74,0,-74
8658,1,0,112,0,-112
8659,0,0,4,0,-4
8660,1,0,12,0,-12
8661,1,0,77,0,-77
8662,0,0,27,0,-27
8663,1,1,419,1580,1161
8664,1,0,30,0,-30
8665,0,0,31,0,-31
8666,1,0,169,0,-169
8667,0,0,105,0,-105
8668,1,1,139,1563,1424
8669,1,1,205,1649,1444
8670,1,1,120,1287,1167
8671,0,0,0,0,0
8672,1,0,7,0,-7
8673,0,0,99,0,-99
8674,0,0,4,0,-4
8675,1,1,214,1357,1143
8676,1,0,53,0,-53
8677,1,0,94,0,-94
8678,0,0,130,0,-130
8679,1,0,5,0,-5
8680,1,0,13,0,-13
8681,1,1,930,1268,338
8682,0,0,26,0,-26
8683,1,0,114,0,-114
8684,1,1,264,1374,1110
8685,0,0,14,0,-14
8686,1,0,47,0,-47
8687,1,0,157,0,-157
8688,1,1,1236,1354,118
8689,1,1,721,2476,1755
8690,0,0,19,0,-19
8691,0,0,0,0,0
8692,1,0,21,0,-21
8693,0,0,24,0,-24
8694,1,1,74,1645,1571
8695,1,0,32,0,-32
8696,0,0,75,0,-75
8697,0,0,34,0,-34
8698,1,1,52,1268,1216
8699,1,0,123,0,-123
8700,0,0,43,0,-43
8701,1,0,59,0,-59
8702,0,0,48,0,-48
8703,1,0,23,0,-23
8704,0,0,51,0,-51
8705,1,1,1634,1319,-315
8706,1,1,597,1633,1036
8707,0,0,180,0,-180
8708,1,0,4,0,-4
8709,1,1,109,2076,1967
8710,1,0,37,0,-37
8711,1,1,258,1273,1015
8712,0,0,69,0,-69
8713,1,0,135,0,-135
8714,1,1,726,1250,524
8715,0,0,52,0,-52
8716,1,1,177,1350,1173
8717,0,0,11,0,-11
8718,1,0,4,0,-4
8719,1,1,1529,1565,36
8720,0,0,23,0,-23
8721,1,1,374,1241,867
8722,1,0,78,0,-78
8723,1,0,11,0,-11
8724,1,1,2466,1717,-749
8725,0,0,40,0,-40
8726,0,0,78,0,-78
8727,1,0,49,0,-49
8728,0,0,10,0,-10
8729,1,1,514,1721,1207
8730,1,0,110,0,-110
8731,0,0,88,0,-88
8732,0,0,12,0,-12
8733,1,1,2121,1528,-593
8734,0,0,24,0,-24
8735,1,1,828,2716,1888
8736,0,0,112,0,-112
8737,1,0,65,0,-65
8738,0,0,37,0,-37
8739,1,1,150,1292,1142
8740,1,1,2925,1550,-1375
8741,1,0,46,0,-46
8742,1,1,1419,1746,327
8743,0,0,139,0,-139
8744,1,1,398,1761,1363
8745,1,0,10,0,-10
8746,1,0,214,0,-214
8747,1,0,13,0,-13
8748,0,0,137,0,-137
8749,0,0,16,0,-16
8750,0,0,168,0,-168
8751,0,0,6,0,-6
8752,1,1,369,1325,956
8753,1,1,291,1746,1455
8754,0,0,24,0,-24
8755,1,1,1173,1402,229
8756,0,0,31,0,-31
8757,0,0,27,0,-27
8758,0,0,66,0,-66
8759,0,0,41,0,-41
8760,0,0,64,0,-64
8761,1,0,20,0,-20
8762,1,1,435,1389,954
8763,1,0,19,0,-19
8764,0,0,46,0,-46
8765,1,1,394,1226,832
8766,1,1,583,1250,667
8767,0,0,12,0,-12
8768,1,1,957,1760,803
8769,1,0,16,0,-16
8770,1,1,766,1253,487
8771,1,1,747,1332,585
8772,1,0,44,0,-44
8773,1,0,63,0,-63
8774,0,0,10,0,-10
8775,0,0,130,0,-130
8776,1,0,210,0,-210
8777,0,0,4,0,-4
8778,1,1,151,1345,1194
8779,0,0,7,0,-7
8780,1,1,1944,1319,-625
8781,1,1,1100,1470,370
8782,1,1,80,1332,1252
8783,0,0,61,0,-61
8784,1,1,209,1349,1140
8785,0,0,58,0,-58
8786,0,0,10,0,-10
8787,0,0,46,0,-46
8788,0,0,54,0,-54
8789,1,1,284,1425,1141
8790,0,0,121,0,-121
8791,0,0,53,0,-53
8792,1,1,1009,2168,1159
8793,0,0,13,0,-13
8794,1,0,29,0,-29
8795,1,1,2044,1300,-744
8796,0,0,11,0,-11
8797,1,1,285,1375,1090
8798,1,1,133,1389,1256
8799,1,1,1346,1579,233
8800,0,0,100,0,-100
8801,0,0,22,0,-22
8802,0,0,12,0,-12
8803,1,0,96,0,-96
8804,1,0,42,0,-42
8805,0,0,39,0,-39
8806,1,1,348,1594,1246
8807,1,0,13,0,-13
8808,1,0,18,0,-18
8809,1,1,769,1366,597
8810,1,0,134,0,-134
8811,0,0,13,0,-13
8812,0,0,27,0,-27
8813,0,0,122,0,-122
8814,0,0,45,0,-45
8815,1,0,80,0,-80
8816,1,1,229,1352,1123
8817,0,0,37,0,-37
8818,0,0,151,0,-151
8819,0,0,68,0,-68
8820,0,0,132,0,-132
8821,1,0,14,0,-14
8822,0,0,14,0,-14
8823,1,1,487,1342,855
8824,0,0,13,0,-13
8825,0,0,101,0,-101
8826,1,0,8,0,-8
8827,0,0,79,0,-79
8828,1,1,501,1712,1211
8829,1,0,32,0,-32
8830,1,1,399,2666,2267
8831,1,1,295,1346,1051
8832,1,0,45,0,-45
8833,0,0,35,0,-35
8834,1,1,270,1635,1365
8835,1,1,146,2124,1978
8836,1,1,463,2527,2064
8837,1,1,202,1681,1479
8838,1,1,287,1225,938
8839,0,0,20,0,-20
8840,1,1,2390,1537,-853
8841,1,0,0,0,0
8842,0,0,9,0,-9
8843,0,0,10,0,-10
8844,0,0,119,0,-119
8845,1,0,70,0,-70
8846,0,0,37,0,-37
8847,1,0,31,0,-31
8848,0,0,47,0,-47
8849,1,1,607,1606,999
8850,0,0,0,0,0
8851,0,0,45,0,-45
8852,1,0,5,0,-5
8853,0,0,47,0,-47
8854,1,0,35,0,-35
8855,1,1,7,1236,1229
8856,1,0,65,0,-65
8857,0,0,21,0,-21
8858,1,1,1565,1218,-347
8859,1,1,332,1630,1298
8860,0,0,1,0,-1
8861,1,1,306,1251,945
8862,0,0,26,0,-26
8863,1,0,48,0,-48
8864,0,0,7,0,-7
8865,1,0,118,0,-118
8866,0,0,14,0,-14
8867,0,0,5,0,-5
8868,1,0,150,0,-150
8869,1,1,391,1348,957
8870,1,0,39,0,-39
8871,1,0,1,0,-1
8872,0,0,5,0,-5
8873,1,0,29,0,-29
8874,1,1,159,2202,2043
8875,1,0,34,0,-34
8876,1,0,65,0,-65
8877,1,1,167,1247,1080
8878,0,0,53,0,-53
8879,0,0,11,0,-11
8880,0,0,47,0,-47
8881,1,0,37,0,-37
8882,1,0,166,0,-166
8883,1,1,566,1597,1031
8884,0,0,2,0,-2
