ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
1697,43,21422.202959555703,0.03770802883547164,0,60,0,0,-60
1698,37,24963.105760739,0.01516206749509038,0,42,0,0,-42
1699,21,20953.22772223185,0.06339465666544586,1,185,5831,1493,7139
1700,37,33868.446818006814,0.11549995905358106,1,827,8463,1591,9227
1701,41,24147.481162326712,0.0032064881296681672,1,239,14308,1894,15963
1702,28,26185.96435775841,0.18151213609284095,1,5,9726,1568,11289
1703,22,35307.99222534057,0.04732770992146121,1,462,6711,1452,7701
1704,28,22144.502018250623,0.02827226610032916,0,6,0,0,-6
1705,33,61316.95151877132,0.09187068017990382,1,243,11774,1705,13236
1706,33,20242.69700787536,0.048659558934709156,1,281,6409,2633,8761
1707,59,25135.650452344536,0.03706290446198171,1,1497,6850,2189,7542
1708,22,20038.90476744923,0.11044307703876621,0,7,0,0,-7
1709,44,39809.206818040824,0.0889138224907479,0,36,0,0,-36
1710,74,21171.083496785406,0.2119026754680129,0,49,0,0,-49
1711,35,48801.549398272604,0.1028035486175879,1,143,5712,1735,7304
1712,35,26210.045990871386,0.19907292910304678,1,1144,15586,1495,15937
1713,38,21505.92473019064,0.1383928530455443,0,1,0,0,-1
1714,31,23618.115691563,0.059300772679469295,0,7,0,0,-7
1715,51,36028.942922251976,0.5547444537145265,1,959,5267,1667,5975
1716,59,22403.22651159129,0.14046120560880465,1,140,7347,1730,8937
1717,18,20858.40689660892,0.08696169080832117,1,1586,5534,1888,5836
1718,65,22087.153540851425,0.051553279602344335,0,105,0,0,-105
1719,33,27215.863066196343,0.006983752925336121,1,455,5282,1943,6770
1720,30,25226.295387940198,0.10596270150963685,0,4,0,0,-4
1721,49,21362.900002628332,0.22790615706099068,0,39,0,0,-39
1722,45,24204.286225470605,0.06356967748021197,1,264,8328,1946,10010
1723,69,20736.62638969056,0.11227929092349391,0,12,0,0,-12
1724,40,20265.998803353836,0.04661484085697683,1,1090,7284,1681,7875
1725,19,33041.413735566035,0.44246045879254436,1,1298,6197,1457,6356
1726,20,62810.820358265446,0.04346381631023762,1,541,5358,1621,6438
1727,21,27374.203518267506,0.016059762429680036,1,1306,6787,1573,7054
1728,68,21277.403112063796,0.016105492174709517,1,356,5753,1465,6862
1729,22,25633.76859123851,0.05836786093243425,1,1839,15695,1514,15370
1730,41,20662.91102415506,0.023455983033685943,0,1,0,0,-1
1731,45,22691.871917038,0.13963244027254906,1,34,9827,5658,15451
1732,30,20827.06922794667,0.0325507456188432,1,726,6930,3023,9227
1733,58,40725.97980380384,0.1647640951557848,1,220,9500,1647,10927
1734,52,21631.690457311015,0.06882902171307295,1,764,7688,2940,9864
1735,20,28462.768425033206,0.12451320945570088,1,263,7236,4781,11754
1736,20,31012.70470754701,0.1255213813793285,0,20,0,0,-20
1737,59,21216.026573432573,0.0763808047620157,1,105,6966,3913,10774
1738,61,21737.44827141349,0.059869208205190115,0,34,0,0,-34
1739,27,43913.5607262765,0.04083255043386609,1,398,6120,1863,7585
1740,32,41608.84822976646,0.08817493566106173,1,50,20006,2220,22176
1741,55,21141.887022632745,0.16521121173991757,1,215,6052,4454,10291
1742,28,22596.511765818774,0.15361753497962014,1,592,5608,2166,7182
1743,46,26963.075378877205,0.16561692384356136,1,687,6250,1546,7109
1744,24,24954.601295131284,0.050726046025719784,1,313,7131,3091,9909
1745,18,21367.935319464825,0.027337150155019994,1,469,9181,2055,10767
1746,36,23331.735006565163,0.01108737804452883,0,88,0,0,-88
1747,25,33855.72015848759,0.1703208761514183,1,274,10518,1731,11975
1748,55,20906.25633459735,0.17043719987101716,0,30,0,0,-30
1749,59,29132.657760551676,0.14109169120993154,0,47,0,0,-47
1750,35,20729.598069251304,0.01345908615071785,0,5,0,0,-5
1751,55,23825.285414602302,0.11187552631685518,1,1342,5551,1514,5723
1752,60,30589.670256387104,0.2180434899472448,0,106,0,0,-106
1753,45,56966.03699307206,0.03590671156041058,0,17,0,0,-17
1754,35,20593.60133957074,0.13689321139878605,1,379,41669,1838,43128
1755,35,25041.268019212424,0.05874939203137175,1,170,11011,1880,12721
1756,44,27224.688803595818,0.2337122399504643,1,98,6491,1535,7928
1757,18,32600.92027323808,0.18817162149604602,1,162,13478,2135,15451
1758,42,26808.417638021834,0.031044821294494887,1,188,1112913,1562,1114287
1759,56,23114.372185246106,0.07836319736507265,1,397,14141,1638,15382
1760,27,25520.35729139818,0.0012286075807318977,1,203,6413,1549,7759
1761,21,20579.88799467665,0.1978985118248763,1,72,7725,3133,10786
1762,28,22147.85582890818,0.003260183034239841,0,55,0,0,-55
1763,18,20183.153996271303,0.028714873394571922,1,73,5466,1677,7070
1764,56,27375.48419845763,0.06543834583159207,1,374,7360,1717,8703
1765,22,27151.22515224029,0.010944935193975144,1,152,6409,1834,8091
1766,24,29128.19576811818,0.0034773082493688196,1,868,5865,2368,7365
1767,26,22004.375215135813,0.004941249380016803,1,342,6160,1674,7492
1768,64,26121.96263632861,0.13794000006171975,1,237,5699,1872,7334
1769,38,33023.04718293685,0.22611000873163242,1,132,6779,1512,8159
1770,35,38352.202355132205,0.1968184395566521,1,396,6172,1546,7322
1771,20,25055.18066060985,0.04954577391738374,0,16,0,0,-16
1772,45,23305.42505531985,0.17631089576544115,0,18,0,0,-18
1773,19,35983.31097631074,0.03789220569421938,1,286,7395,1534,8643
1774,52,35395.84181768427,0.056465277697328085,1,604,10077,1640,11113
1775,54,29117.906421722393,0.2783027874119616,0,46,0,0,-46
1776,21,25340.97982827449,0.08793232243141255,1,196,5562,1837,7203
1777,24,20770.161303900342,0.04839853281577492,1,153,18231,1602,19680
1778,27,20342.70333211606,0.245696420795588,0,52,0,0,-52
1779,45,23490.70349455638,0.05003143944536056,0,73,0,0,-73
1780,33,52229.49854393196,0.24354244479766174,1,447,9846,1697,11096
1781,59,22573.07522523837,0.07815371841308227,1,1689,7141,1836,7288
1782,54,47558.38319580559,0.0782485427522163,1,568,84495,4185,88112
1783,70,40730.50118254197,0.002426952651779112,1,855,6282,1554,6981
1784,40,34396.13232261732,0.009468874023183263,1,912,7286,1538,7912
1785,39,31113.379471351484,0.0037845631176776137,1,96,5696,1568,7168
1786,71,23236.99670721675,0.19069118285121223,1,236,6020,12261,18045
1787,62,48797.7982566512,0.3235885883324962,0,94,0,0,-94
1788,43,26905.463061113263,0.15523411242596055,1,196,6177,1710,7691
1789,18,28046.808600556527,0.11566052546058445,1,339,8369,3278,11308
1790,64,22317.88235846851,0.09116425256876191,0,183,0,0,-183
1791,24,28162.686967149817,0.30987592400419495,1,886,7472,1761,8347
1792,28,27925.85247504658,0.12978364514699958,1,99,5820,2702,8423
1793,53,26068.275370788237,0.0032043107407097988,1,111,5274,1498,6661
1794,18,23811.629080636118,0.054649873160671644,1,194,5423,1775,7004
1795,44,34607.77000803949,0.06647171831719544,1,906,9012,3651,11757
1796,60,37667.82355095783,0.12871432886785752,0,80,0,0,-80
1797,69,21296.943950315585,0.08074685339021156,1,213,6855,1557,8199
1798,30,24678.324741430013,0.029568499042804407,0,11,0,0,-11
1799,32,28793.237685689,0.22474246092530178,0,110,0,0,-110
1800,21,25537.738196195638,0.13158034117863077,1,99,5287,1445,6633
1801,29,23756.376078433994,0.11640369255751212,1,601,5291,1612,6302
1802,41,20455.819153424687,0.013891994530200317,0,21,0,0,-21
1803,68,23142.057337398095,0.10337817721057445,0,28,0,0,-28
1804,49,25264.373412658515,0.0756072529704955,1,804,5737,2434,7367
1805,24,37932.84689520814,0.13101207737145282,1,261,9738,1522,10999
1806,21,21670.11874156843,0.3033559929612072,0,42,0,0,-42
1807,20,27802.295222488854,0.1584876247752881,1,766,6662,1598,7494
1808,33,25354.90532162227,0.019689644286433088,1,162,6164,3319,9321
1809,31,20161.532952401547,0.23128246509209627,0,28,0,0,-28
1810,34,54955.04051801966,0.0969740510481216,0,9,0,0,-9
1811,30,24827.5991799084,0.2383516813902688,1,298,9196,2587,11485
1812,38,20722.80000788958,0.30431211048564655,0,3,0,0,-3
1813,62,26176.84252129882,0.026503003562834627,1,724,6869,1469,7614
1814,23,22641.035873739824,0.09076386209348232,1,2162,6460,2046,6344
1815,44,28058.54329506638,0.05760898505865692,0,64,0,0,-64
1816,21,33795.99087486639,0.09989175681782274,1,355,6723,1760,8128
1817,71,22578.698816348868,0.022389530120307352,1,233,5763,1688,7218
1818,20,22336.3558043592,0.18700713467328908,1,473,15358,1978,16863
1819,29,35220.66365845718,0.09722863320990219,1,239,7677,2148,9586
1820,45,20051.351444945114,0.11717932640669712,1,456,7045,3544,10133
1821,73,20665.048272937893,0.05269237694999355,1,79,10210,1527,11658
1822,22,31210.41482203412,0.12600260245372194,1,415,11385,1537,12507
1823,30,21523.358192233565,0.12332900827764401,1,196,9447,1689,10940
1824,69,33049.81151519342,0.021097939029631807,1,273,17610,1558,18895
1825,33,22212.864988252717,0.09669103844167333,0,85,0,0,-85
1826,31,31829.24330746913,0.3409575290927905,0,2,0,0,-2
1827,33,22540.88209713551,0.09757021691481758,1,91,5432,2097,7438
1828,60,32354.268738173,0.24928524643200276,0,6,0,0,-6
1829,21,20345.631963370084,0.09150294844474745,1,483,7273,1862,8652
1830,31,21898.602131833075,0.18630661199880205,1,298,11423,2462,13587
1831,37,28558.313211233824,0.02653080856089794,0,25,0,0,-25
1832,64,27856.650537920348,0.03387144642684081,1,366,7710,2400,9744
1833,28,20557.450363124233,0.08281176019723736,1,308,41520,1444,42656
1834,30,21739.07118994973,0.0945147762776298,1,285,5406,1865,6986
1835,28,23742.619090592852,0.03167102886590685,1,603,7704,1553,8654
1836,31,60955.18522044759,0.009872893922176782,1,561,6237,1488,7164
1837,36,27848.263531057302,0.13705231720899697,1,2797,5358,1519,4080
1838,25,22677.049645076764,0.13991285935873604,1,131,8353,9904,18126
1839,35,21305.0922322246,0.15977057920441806,1,367,6360,2070,8063
1840,55,65643.01661461956,0.2992816308381032,1,958,6141,1716,6899
1841,75,21296.9668059444,0.0641036733351455,0,37,0,0,-37
1842,38,20806.66636202687,0.10279992791779292,1,314,6142,1583,7411
1843,53,22604.541601659363,0.15030849454806725,1,1124,8646,1928,9450
1844,40,22963.454864020157,0.1621630489943429,1,433,7551,1566,8684
1845,42,29907.076652777097,0.24024803283016158,1,145,11869,2166,13890
1846,41,23324.10296793506,0.47748409095659283,0,61,0,0,-61
1847,44,20719.52312957565,0.11333358055121198,0,153,0,0,-153
1848,33,24833.330733031835,0.09658647906457603,0,48,0,0,-48
1849,55,27062.855269730408,0.46551204533728335,0,11,0,0,-11
1850,23,24803.8612948346,0.13088963310220667,1,2255,10426,1867,10038
1851,45,21340.73800471128,0.1911445294438716,1,178,5490,1576,6888
1852,31,28344.494331525326,0.15465893389449245,1,23,6172,2229,8378
1853,71,21916.694564775975,0.05381260358061235,1,281,6221,1559,7499
1854,40,28022.771493560547,0.15639035719706615,1,136,5882,1625,7371
1855,75,30476.75629711789,0.12500283302373347,1,1648,5514,1858,5724
1856,29,23178.838214721516,0.20940216193310757,1,122,5999,1640,7517
1857,38,32298.606580623116,0.002698747725612045,1,968,9166,1456,9654
1858,20,32025.531592915402,0.09636804919527422,1,113,9323,3606,12816
1859,18,23106.675227024945,0.0966220679502049,0,35,0,0,-35
1860,28,22946.47212865945,0.03230018664035267,1,475,6634,1501,7660
1861,59,22617.57688550097,0.0025811792944884578,1,1549,5264,1760,5475
1862,28,25515.220315190872,0.16739089487941441,0,92,0,0,-92
1863,57,24848.884202933383,0.05766537839361995,1,2508,7080,1604,6176
1864,28,24620.80763042418,0.48209566524129693,1,652,7109,2822,9279
1865,52,28106.11522480198,0.23046452325899727,1,706,11140,1649,12083
1866,26,21611.35120113834,0.26048019754191803,1,26,6427,1746,8147
1867,23,22213.23172562007,0.02141847250310698,1,260,40130,2969,42839
1868,55,20951.469511120475,0.5174130808858005,1,356,5896,1663,7203
1869,19,24413.051491061597,0.08879137546230861,0,39,0,0,-39
1870,58,33323.48765334129,0.002556816563460487,1,380,11589,1915,13124
1871,67,25176.427158313407,0.08216183586585989,1,2377,7688,1913,7224
1872,57,23736.029805624312,0.04421856625315712,1,295,5700,2882,8287
1873,49,56354.854521252695,0.18672059474532343,1,1324,18911,1532,19119
1874,41,20656.443190947295,0.1650808990399593,1,681,6812,2537,8668
1875,23,41642.80828195257,0.07085528639699237,1,1266,5995,1765,6494
1876,24,21127.301605396828,0.16267212911003004,1,773,6336,1623,7186
1877,45,48142.630137568376,0.04848557571871747,1,213,8832,2219,10838
1878,31,66152.02438367331,0.22689599074164452,1,57,9481,1625,11049
1879,21,21406.06269788994,0.11227909362755155,1,208,5857,1459,7108
1880,30,28003.052685130504,0.03690268551914836,1,169,8986,1574,10391
1881,47,22000.207816192484,0.08464285535385405,0,91,0,0,-91
1882,48,22081.52603304306,0.04253849197993639,1,882,5485,1666,6269
1883,42,25971.109878119543,0.0019317335603491034,1,1267,6388,2686,7807
1884,33,27921.43191975477,0.0076937480265886005,1,1006,6131,1562,6687
1885,20,209243.3245473692,0.030183286058957027,0,20,0,0,-20
1886,20,53135.84161720717,0.03753188749945459,1,90,5897,1513,7320
1887,40,23744.58461358053,0.037004360443332836,1,702,8372,2149,9819
1888,39,23080.851641384004,0.22654746830383465,1,1341,5339,1645,5643
1889,29,20670.0618794911,0.28441313410569596,1,1012,7047,2210,8245
1890,50,35798.10153825032,0.007164479235940734,0,2,0,0,-2
1891,45,24899.318316469136,0.03293719625162779,1,357,10286,1920,11849
1892,47,22470.21268683434,0.02085154579379763,1,312,6194,1684,7566
1893,31,27708.2514849595,0.12825760346435902,1,1444,12081,6043,16680
1894,29,20148.182893684963,0.33736236185141194,0,22,0,0,-22
1895,70,20819.737976453627,0.07560277821274157,0,10,0,0,-10
1896,24,34506.71274407326,0.07861537941037923,0,59,0,0,-59
1897,24,20229.561523305776,0.08963811787627517,1,708,5522,1737,6551
1898,37,20587.42481095511,0.1245225604652584,1,572,16737,1818,17983
1899,23,23686.458989726023,0.023150573245974315,1,337,5281,2460,7404
1900,38,25898.206243476438,0.24676757652180734,0,25,0,0,-25
1901,38,22198.051502144106,0.15671637871039498,1,648,11251,1542,12145
1902,59,20446.45710951343,0.15489787782383943,0,0,0,0,0
1903,35,26600.147693342034,0.14226888174428565,1,1088,10392,3087,12391
1904,68,21316.536604368022,0.18644513784563613,1,436,8426,1778,9768
1905,55,32863.340474145014,0.06874016857017297,1,1208,5244,1607,5643
1906,35,45263.554497618046,0.190499943020698,1,695,6814,2039,8158
1907,44,41776.76466966861,0.29396040741299734,1,911,31068,2207,32364
1908,47,34790.986054760426,0.03362400421659939,0,54,0,0,-54
1909,38,25339.480483419655,0.209896453828068,0,78,0,0,-78
1910,57,28402.94142488826,0.0021360948021018765,1,459,7351,11197,18089
1911,24,60666.17006144453,0.07028238615996835,1,950,7630,1661,8341
1912,30,20014.738980125607,0.286168041791218,1,217,6661,1450,7894
1913,20,20539.43991407137,0.22823489574707306,0,17,0,0,-17
1914,19,23993.423597281817,0.013469966956974902,1,439,6089,1523,7173
1915,45,28007.620841079177,0.04079270277289176,1,162,17472,1602,18912
1916,18,23197.34594954107,0.01727061376854216,1,40,20427,1457,21844
1917,18,29003.762398330575,0.05147822415989319,0,80,0,0,-80
1918,56,22280.375311289965,0.20957789519779194,0,14,0,0,-14
1919,37,24059.635652232464,0.05324540376161249,1,1298,5390,3299,7391
1920,43,44404.53100990146,0.07292782407997808,0,44,0,0,-44
1921,58,26743.29716939407,0.11705987757585387,1,996,7402,2113,8519
1922,43,24351.969370959832,0.09522492797258657,1,250,8938,2459,11147
1923,18,20017.65646920589,0.1796248381563995,1,161,7997,2316,10152
1924,30,28402.600529285683,0.1933466159143268,0,18,0,0,-18
1925,35,22713.252533075007,0.0562149598077208,1,1070,5942,1641,6513
1926,21,29980.76655799757,0.017221099272646444,1,1427,6623,1731,6927
1927,49,21642.56370069616,0.03464118643580093,1,687,5760,1795,6868
1928,25,69657.78130481181,0.10348860076069641,1,625,6912,1532,7819
1929,33,22558.38055178751,0.13205520590517855,1,40,5688,1712,7360
1930,73,23750.013170261074,0.18977398990210934,1,489,5953,2731,8195
1931,35,20983.969479908104,0.07625922279644691,1,577,5247,1569,6239
1932,25,33790.21664054597,0.10291291963572739,1,414,5765,3041,8392
1933,34,37045.90286117911,0.01930573170586814,0,7,0,0,-7
1934,28,22566.86276214817,0.42592438985959086,0,70,0,0,-70
1935,30,21872.028943433812,0.24511695716450776,1,600,5392,1988,6780
1936,51,26317.70004344633,0.01062398893269467,1,495,29919,4068,33492
1937,19,22372.081718500292,0.5511789767107761,1,60,6362,1839,8141
1938,57,115483.8949715016,0.013002284223281499,1,398,5548,1539,6689
1939,22,21941.883490832704,0.1286389301515073,1,730,6138,1628,7036
1940,47,29300.216247134143,0.03247509958818987,1,49,20314,1785,22050
1941,30,28374.07788525211,0.02585164986703847,1,483,14802,1897,16216
1942,42,22178.458681564465,0.052395615067414227,1,965,5903,2456,7394
1943,45,20958.645780933337,0.2649603590941655,0,122,0,0,-122
1944,19,22479.263239268672,0.07963559135075753,1,462,7428,2643,9609
1945,41,32286.493340453766,0.13529231294419777,1,1011,5635,1821,6445
1946,21,21168.929843057773,0.41807747091710773,1,676,5611,1691,6626
1947,73,21763.023424396608,0.268999802188303,1,370,8485,2309,10424
1948,44,23580.67937067382,0.0932444613797097,1,1686,5706,1769,5789
1949,49,28219.986080389222,0.19934339481520041,1,188,6316,2442,8570
1950,74,22684.75907582001,0.029653505738799997,1,84,6193,1800,7909
1951,27,21836.35589221109,0.04668292613058882,1,1023,10361,1523,10861
1952,27,26399.980624665553,0.005249521771096655,1,117,9318,1595,10796
1953,60,100197.51903746866,0.10764370443222647,1,237,8601,2485,10849
1954,27,21409.362123741063,0.1398963782758037,1,323,6031,1812,7520
1955,52,35662.46020703359,0.11692041287304794,0,62,0,0,-62
1956,64,27026.367165678348,0.08453215681130728,1,1202,7289,1860,7947
1957,57,28377.82357463212,0.02846550188479284,1,31,19245,1664,20878
1958,28,22606.913057346545,0.006439951668002651,0,12,0,0,-12
1959,27,23387.0649722089,0.09392179935332985,1,663,6856,1668,7861
1960,55,20243.366215123464,0.07622599667599603,0,27,0,0,-27
1961,34,36140.98330335167,0.06278228902189932,0,23,0,0,-23
1962,34,36498.63184504977,0.3322897483297882,1,754,9674,1459,10379
1963,23,48268.30461819421,0.06237966534203662,1,1097,12034,3012,13949
1964,34,22798.741919707627,0.08081951561026264,0,37,0,0,-37
1965,20,44914.77527063732,0.08488188936225785,0,18,0,0,-18
1966,31,25671.450303016936,0.24802131446186998,0,97,0,0,-97
1967,65,35380.54945167042,0.29888873144589095,1,705,14566,1692,15553
1968,74,36989.98099971077,0.22209663206254374,1,530,5552,3709,8731
1969,35,21902.165033130146,0.0515107777288582,1,1025,5291,1479,5745
1970,27,20506.095086039975,0.3229394978954293,1,735,9204,3245,11714
1971,20,38152.55246425217,0.07580115998584536,1,1230,6050,1485,6305
1972,48,58931.992028422676,0.014009548088093616,0,36,0,0,-36
1973,49,22329.763600278726,0.04778292981283583,1,704,7525,1519,8340
1974,21,29279.278008759167,0.5332822350452838,0,16,0,0,-16
1975,28,20292.836991578646,0.08757911514579472,1,5,7335,1626,8956
1976,42,24623.599880328486,0.04778230868522674,0,105,0,0,-105
1977,24,20940.635776024705,0.2577696207309007,0,61,0,0,-61
1978,48,20169.36091594769,0.1831595425018444,1,134,10375,1471,11712
1979,49,27815.435466082083,0.04461630723423763,0,82,0,0,-82
1980,48,23795.64974508573,0.03231799325096455,1,438,7302,1528,8392
1981,73,24713.935642866843,0.018899918868065555,1,740,7162,1993,8415
1982,19,20113.201658435966,0.029520251322239625,1,1191,5605,1480,5894
1983,49,20528.66429337354,0.04715793580013644,1,1325,7230,1906,7811
1984,60,29600.54633371232,0.23619619034527253,0,13,0,0,-13
1985,42,26081.89393658848,0.4119183159320662,1,294,5517,1514,6737
1986,28,20034.991109515424,0.14166374399164874,1,405,5498,1514,6607
1987,51,33891.37998093601,0.17120844170475255,0,65,0,0,-65
1988,36,39957.72729976989,0.06782415690474615,1,59,5521,2268,7730
1989,57,39156.88573366086,0.3799630351497388,0,75,0,0,-75
1990,18,23842.09804605124,0.04980556324668857,1,691,10815,2925,13049
1991,38,33901.30167196272,0.02585173064798577,1,393,26717,1621,27945
1992,18,22718.500328404287,0.050320337925333726,1,127,7469,1491,8833
1993,23,21619.83685405004,0.20677984539407568,1,989,7417,1466,7894
1994,74,22685.23149924098,0.19528763787369308,1,201,8090,1741,9630
1995,69,21385.89973903401,0.15990890573278144,1,305,5570,1683,6948
1996,52,29055.71718250636,0.08889508721865953,0,0,0,0,0
1997,27,23773.352461546492,0.11402864764332667,1,123,6681,1924,8482
1998,75,106059.03370548673,0.23286112695122982,0,23,0,0,-23
1999,28,32106.260595667325,0.08390029028845158,1,564,5760,1739,6935
2000,45,56316.39702164266,0.11376467392479384,1,1535,6118,1505,6088
2001,38,25402.36203554269,0.1318955985821461,0,19,0,0,-19
2002,34,21182.92956382346,0.04181858142596442,1,561,6817,1965,8221
2003,56,22978.991536312657,0.07081858395139254,1,499,26615,1637,27753
2004,18,24969.208152677536,0.13801115269894682,1,123,7078,2014,8969
2005,18,23071.98370685612,0.09733277541389551,1,353,5640,2610,7897
2006,22,25625.907094682672,0.12775723470399106,0,33,0,0,-33
2007,45,28146.796517254694,0.20185878222347653,0,66,0,0,-66
2008,41,21782.94322074808,0.007909815280086928,0,7,0,0,-7
2009,33,64527.70695145686,0.08860005713854956,1,816,7780,1599,8563
2010,57,22239.78342525819,0.06912572919010333,0,28,0,0,-28
2011,67,23191.75729973288,0.12793698608504792,1,498,25695,1442,26639
2012,40,32034.727024410702,0.06972514453661069,0,22,0,0,-22
2013,24,31719.610681516875,0.07586342014327216,1,163,6432,2441,8710
2014,53,26900.885050327226,0.04273221235154092,1,113,6901,2173,8961
2015,29,21007.191499755674,0.007365476721945459,1,57,5772,1553,7268
2016,48,33824.47603128775,0.09663690459234496,1,750,6369,1601,7220
2017,19,39348.11622280985,0.0374156399343189,0,10,0,0,-10
2018,30,27101.49721348969,0.15235343535236542,1,32,6369,1611,7948
2019,27,23968.06731727505,0.15901486627188985,1,1592,6202,2388,6998
2020,64,21805.813047656542,0.20768061551203118,0,84,0,0,-84
2021,65,27772.60791449598,0.28420106745580875,1,251,7433,1448,8630
2022,46,54415.78173248303,0.0847121635977416,1,151,7724,1747,9320
2023,21,24179.79299156852,0.11152781838932083,1,67,18427,1720,20080
2024,27,28372.740534057826,0.024466725582475847,1,484,7715,1647,8878
2025,51,29199.23318386206,0.13546015339034134,1,558,5408,1445,6295
2026,18,41187.14961191449,0.17370269972625607,1,475,11839,1491,12855
2027,18,25359.7106375235,0.1974639031990523,1,77,44687,2149,46759
2028,20,25628.37671094112,0.22761879468763757,1,981,6332,1848,7199
2029,18,25032.85753331435,0.020875059935697552,1,389,5651,6836,12098
2030,41,21342.420088044026,0.35215951606950935,0,135,0,0,-135
2031,45,20887.361805683566,0.024312371021590007,1,598,5505,1826,6733
2032,19,69032.11143154443,0.1272547754880493,1,131,15930,1496,17295
2033,53,47785.63400368976,0.12971713278990163,1,519,5764,2541,7786
2034,67,34268.4978407622,0.16227736226398973,1,104,5876,1516,7288
2035,71,21798.83270023461,0.0385085465605679,1,55,6792,4455,11192
2036,63,20072.5536560721,0.02297387997385911,0,8,0,0,-8
2037,24,53938.11210097011,0.09517521352213337,1,184,10425,3480,13721
2038,52,45847.603299080234,0.12536229855772293,1,501,6672,2771,8942
2039,70,23364.031981533615,0.02092049812726738,1,381,5749,1974,7342
2040,74,21764.13451812163,0.31468578290167515,1,699,7653,1890,8844
2041,41,21804.79010519429,0.0009381997974660192,1,1779,10555,1948,10724
2042,47,20278.773678038986,0.017052254139593402,1,174,6606,3272,9704
2043,31,57924.31346435944,0.044016068069500786,1,560,8045,1585,9070
2044,33,37345.83379242898,0.06133799270988458,1,31,6051,4196,10216
2045,41,20206.941708204824,0.21281777422302373,1,286,6074,1526,7314
2046,25,38106.17451378378,0.0019642564213396313,1,64,8709,1833,10478
2047,20,28059.62186968282,0.2589137524678548,1,1102,13155,1821,13874
2048,22,29477.464597511505,0.008689976606510809,0,29,0,0,-29
2049,68,21747.55121539076,0.03318454671167772,1,1245,10064,3582,12401
2050,29,20822.178267558305,0.14301227958751106,1,523,6791,1750,8018
2051,37,20537.441588022913,0.1107159363125353,0,35,0,0,-35
2052,34,29258.456928606945,0.3331807359178123,0,29,0,0,-29
2053,67,24342.667630227,0.016635072630453388,1,269,8926,1537,10194
2054,22,20757.85385551354,0.083586371540532,0,16,0,0,-16
2055,51,22831.070946478212,0.10851031144320608,1,348,6511,1475,7638
2056,21,23001.487176072136,0.03306055451120487,1,404,8981,1866,10443
2057,28,25143.133578790614,0.14487195275041367,1,104,5969,1498,7363
2058,65,23473.61133891083,0.31730953183963145,1,49,17631,2225,19807
2059,25,20796.62595588314,0.08900414550496781,0,45,0,0,-45
2060,49,23206.797771159392,0.01792661234179504,1,107,12124,2040,14057
2061,42,23355.029332689384,0.10038837333845184,1,117,6633,1759,8275
2062,61,24606.92282571671,0.19502982990555306,1,749,11216,1591,12058
2063,34,30218.77073138433,0.02263081462419174,1,188,5948,2609,8369
2064,61,25128.57992099013,0.16683446770552535,1,40,21811,2446,24217
2065,22,20721.599222662935,0.14419991583411831,1,418,10123,1510,11215
2066,66,31100.437239511797,0.027074003108196097,1,567,7221,1477,8131
2067,30,20559.654090561744,0.051443523674065815,1,452,6688,2311,8547
2068,20,36684.66351715974,0.0856908034208278,1,210,7126,1583,8499
2069,51,20871.7263261894,0.06598546650563834,0,88,0,0,-88
2070,68,22860.25975570626,0.22304686937227644,1,890,8230,1452,8792
2071,23,34813.11005888974,0.15545177630866944,1,310,7330,1805,8825
2072,19,122651.43956917997,0.17281237861664447,1,805,8460,1477,9132
2073,36,26273.538139871645,0.05102725967699287,1,22,5497,1513,6988
2074,25,42426.66460968779,0.24859656685920598,1,229,5412,1972,7155
2075,61,33552.18330840292,0.0770528088815725,1,105,5874,1689,7458
2076,27,22241.001625534187,0.12533131997091884,1,315,9572,2294,11551
2077,31,25228.822378043966,0.17726567491095244,1,232,6018,2082,7868
2078,18,24950.274090386236,0.018165771900735827,1,367,9898,1572,11103
2079,39,50362.25880775571,0.22408526966594783,0,34,0,0,-34
2080,67,23567.21767482075,0.27475884586194393,0,70,0,0,-70
2081,32,20693.848144808067,0.027976369119126192,1,343,9659,1777,11093
2082,38,20031.549932899234,0.02081919145215847,1,1360,19227,2455,20322
2083,71,49475.78844739912,0.09171177589582338,1,407,6775,2716,9084
2084,31,20378.859471039275,0.23520529335559728,0,76,0,0,-76
2085,50,22683.22571695169,0.11081022175078915,1,270,8083,1505,9318
2086,41,21352.182690941816,0.006283659823441558,1,1097,14333,1934,15170
2087,64,21375.545585918517,0.3931146524616607,1,124,15322,1734,16932
2088,27,24800.52189968385,0.15259536889562023,1,196,6230,1461,7495
2089,47,42630.68024120783,0.07881018838000375,1,97,5435,1682,7020
2090,33,29718.46753797953,0.05931256953839386,1,152,9516,1516,10880
2091,19,20419.16691974661,0.1640132800170842,1,1016,5314,1456,5754
2092,25,31256.849883710503,0.4849561787508031,0,237,0,0,-237
2093,18,23832.841716562747,0.12988595226588417,1,1234,9275,1488,9529
2094,55,23974.19211274631,0.1052707119485754,1,71,6316,1638,7883
2095,60,26016.101113715267,0.02197265464648292,0,152,0,0,-152
2096,27,46785.50137940195,0.21215609651819783,1,1197,14550,1451,14804
2097,49,22007.954703579737,0.27133731662172017,0,137,0,0,-137
2098,26,113154.10000030125,0.14372601571096824,0,117,0,0,-117
2099,47,25368.417679304835,0.02162066291994991,1,1575,7120,2470,8015
